,Pitcher,Control,Pis,Mus,Covariances
102,"Ross, Joe",8.246912794617025,[0.48592684 0.51407316],"[[1.06655757 1.46942702]
 [0.20510235 1.83848648]]","[[[ 0.2035201   0.02569164]
  [ 0.02569164  0.3050575 ]]

 [[ 0.23194594 -0.14718745]
  [-0.14718745  0.23242312]]]"
45,"Kershaw, Clayton",8.259472007073123,[0.1071458  0.57143663 0.32141757],"[[-0.87592636  0.67599469]
 [-0.27243012  1.41190584]
 [-0.2084145   2.52798997]]","[[[ 0.02706902 -0.02669511]
  [-0.02669511  0.28231089]]

 [[ 0.1621324   0.01583066]
  [ 0.01583066  0.32209877]]

 [[ 0.14712585  0.06301299]
  [ 0.06301299  0.21073267]]]"
24,"Senzatela, Antonio",8.366890839988274,[0.60059843 0.39940157],"[[1.02071583 1.52943312]
 [0.13239575 2.27529111]]","[[[ 0.20758221 -0.01974461]
  [-0.01974461  0.23502584]]

 [[ 0.22412213  0.01927967]
  [ 0.01927967  0.2610696 ]]]"
8,"Greinke, Zack",8.36798787976213,[0.2884077  0.63819932 0.07339297],"[[0.91300497 0.94659615]
 [0.6647396  1.57877767]
 [0.33023621 2.72121476]]","[[[ 0.22466453 -0.10894466]
  [-0.10894466  0.20988812]]

 [[ 0.22017804 -0.06358094]
  [-0.06358094  0.24782232]]

 [[ 0.15529289  0.02571098]
  [ 0.02571098  0.01350237]]]"
86,"Márquez, Germán",8.523858022962804,[0.66262746 0.15902221 0.17835033],"[[0.04955268 2.36595756]
 [0.84284297 1.6570075 ]
 [1.25373794 0.92133199]]","[[[ 0.26263417 -0.12699531]
  [-0.12699531  0.32463118]]

 [[ 0.06297345  0.07340573]
  [ 0.07340573  0.12740876]]

 [[ 0.13015157  0.0279995 ]
  [ 0.0279995   0.10194758]]]"
52,"Alzolay, Adbert",8.542181681245753,[0.10827679 0.19596134 0.2557501  0.15125804 0.28875373],"[[0.86445764 0.76226477]
 [0.59261713 1.81162833]
 [0.33172143 1.84062225]
 [0.27139923 2.94487456]
 [0.76537805 1.85645514]]","[[[ 0.17206157 -0.0325    ]
  [-0.0325      0.04394387]]

 [[ 0.53362755 -0.35594265]
  [-0.35594265  0.27341751]]

 [[ 0.30855046  0.0706402 ]
  [ 0.0706402   0.12068437]]

 [[ 0.17818328 -0.05348189]
  [-0.05348189  0.0987167 ]]

 [[ 0.24533447 -0.07241958]
  [-0.07241958  0.24848779]]]"
28,"Castro, Miguel",8.64345927495663,[0.17733294 0.41065943 0.41200763],"[[ 1.62863273  0.98501437]
 [ 0.75210613  2.26296002]
 [-0.28689095  2.03969714]]","[[[ 0.17546578  0.02278192]
  [ 0.02278192  0.14631175]]

 [[ 0.16419183  0.01880645]
  [ 0.01880645  0.15912391]]

 [[ 0.32232593 -0.21622688]
  [-0.21622688  0.50673781]]]"
13,"Webb, Logan",8.68803096000958,[0.69833845 0.30166155],"[[ 1.27023247  1.37495299]
 [-0.00268158  2.1606679 ]]","[[[ 0.38814746 -0.09414131]
  [-0.09414131  0.21748004]]

 [[ 0.23242249 -0.01477801]
  [-0.01477801  0.17611545]]]"
97,"Brubaker, JT",8.715096283904991,[0.83671177 0.16328823],"[[0.67583552 2.04365678]
 [1.08805842 0.82370694]]","[[[ 0.19495135 -0.09256256]
  [-0.09256256  0.32674961]]

 [[ 0.20490597  0.02857225]
  [ 0.02857225  0.10239147]]]"
76,"Montas, Frankie",8.724111830116884,[0.3899742 0.6100258],"[[0.77042271 1.16511896]
 [0.47993546 1.88963662]]","[[[ 0.22173834 -0.00528448]
  [-0.00528448  0.14022862]]

 [[ 0.27482233 -0.0153682 ]
  [-0.0153682   0.21386983]]]"
84,"Darvish, Yu",8.72547921849409,[0.51106029 0.14469694 0.34424277],"[[ 0.59163245  2.18378384]
 [ 0.34683711  0.96703178]
 [-0.2284145   2.18030741]]","[[[ 0.17522143 -0.14700501]
  [-0.14700501  0.42866919]]

 [[ 0.27701873 -0.08153814]
  [-0.08153814  0.08274259]]

 [[ 0.11067994 -0.1033265 ]
  [-0.1033265   0.34962239]]]"
55,"Castillo, Luis",8.74490764282033,[0.50690941 0.49309059],"[[0.16246686 2.38137157]
 [1.09356365 1.28339924]]","[[[ 0.39361064  0.00886336]
  [ 0.00886336  0.16091929]]

 [[ 0.36504329 -0.03769759]
  [-0.03769759  0.20291329]]]"
80,"Cole, Gerrit",8.777271484459481,[0.78811777 0.21188223],"[[0.66557184 2.06233123]
 [1.58614534 0.97660509]]","[[[ 0.21264732 -0.10879123]
  [-0.10879123  0.42830177]]

 [[ 0.11555242  0.01375592]
  [ 0.01375592  0.18246726]]]"
99,"Keller, Brad",8.812043534112647,[0.20636806 0.36167486 0.28056788 0.1513892 ],"[[ 1.15153184  1.38882866]
 [ 0.46662541  1.71427719]
 [ 0.39163114  0.92580754]
 [-0.19758922  2.64534683]]","[[[ 0.10392748 -0.1598938 ]
  [-0.1598938   0.57621261]]

 [[ 0.0449292  -0.0357068 ]
  [-0.0357068   0.50370928]]

 [[ 0.33116343 -0.1456445 ]
  [-0.1456445   0.44725447]]

 [[ 0.05824758  0.01598108]
  [ 0.01598108  0.15584775]]]"
25,"Ureña, José",8.821677770251158,[0.26456093 0.59986439 0.13557468],"[[-0.09523059  2.8028786 ]
 [ 0.56471732  1.82438721]
 [ 1.55996962  0.89788131]]","[[[ 0.23322944  0.04689014]
  [ 0.04689014  0.21527883]]

 [[ 0.31841636 -0.09148197]
  [-0.09148197  0.28121793]]

 [[ 0.07097788  0.06014202]
  [ 0.06014202  0.09593412]]]"
22,"Richards, Garrett",8.865368848743545,[0.07932334 0.28718366 0.63349299],"[[-1.01802785  3.2246712 ]
 [ 1.00327011  1.11259998]
 [ 0.07042495  2.24401124]]","[[[ 0.03365115  0.04215784]
  [ 0.04215784  0.21675622]]

 [[ 0.13269944  0.01974675]
  [ 0.01974675  0.28225606]]

 [[ 0.19771323 -0.03705479]
  [-0.03705479  0.40244055]]]"
17,"Taillon, Jameson",8.874629692311634,[0.04937993 0.56242868 0.3881914 ],"[[1.50790798 0.90927748]
 [0.21233899 1.78121519]
 [0.82422199 2.07980199]]","[[[ 0.00727291 -0.0030525 ]
  [-0.0030525   0.01955007]]

 [[ 0.13928234 -0.13332746]
  [-0.13332746  0.43339803]]

 [[ 0.1484856  -0.0758063 ]
  [-0.0758063   0.32823407]]]"
48,"Alcantara, Sandy",8.889125990591591,[0.46921616 0.53078384],"[[0.02539592 2.59573003]
 [0.77320983 1.51465606]]","[[[ 0.27503442 -0.05815006]
  [-0.05815006  0.23133065]]

 [[ 0.246358   -0.0195746 ]
  [-0.0195746   0.33182139]]]"
77,"Wood, Alex",8.927311767750421,[0.49875291 0.50124709],"[[-0.10786905  2.30545284]
 [-0.78757283  1.22860478]]","[[[0.3469013  0.06151775]
  [0.06151775 0.15488978]]

 [[0.47457779 0.03508898]
  [0.03508898 0.1450252 ]]]"
73,"Pineda, Michael",8.947019236344143,[0.08013248 0.62702076 0.29284677],"[[0.42788947 2.3437809 ]
 [0.26776659 1.19826705]
 [1.25668196 1.08352791]]","[[[ 0.5584886  -0.04018011]
  [-0.04018011  0.03988039]]

 [[ 0.22403868 -0.14923691]
  [-0.14923691  0.35287284]]

 [[ 0.14528342 -0.16374126]
  [-0.16374126  0.32357108]]]"
4,"Tepera, Ryan",8.99962551447322,[0.31595689 0.68404311],"[[1.6309315  1.15369172]
 [0.6500993  1.73744919]]","[[[ 0.09921333 -0.0597971 ]
  [-0.0597971   0.33765347]]

 [[ 0.22439735 -0.13366364]
  [-0.13366364  0.57247867]]]"
3,"Bard, Daniel",9.014352315798975,[0.31697687 0.68302313],"[[-0.4840138   2.64366882]
 [ 0.96137179  2.04668777]]","[[[ 0.16188605 -0.00641933]
  [-0.00641933  0.30190412]]

 [[ 0.29262516 -0.06348013]
  [-0.06348013  0.27107415]]]"
85,"Singer, Brady",9.022753726755335,[0.28943905 0.71056095],"[[0.54566707 2.62133882]
 [0.99191849 1.53994083]]","[[[ 0.29015519 -0.06600646]
  [-0.06600646  0.18658864]]

 [[ 0.2862546  -0.08817398]
  [-0.08817398  0.30133093]]]"
38,"Kaprielian, James",9.042056397376182,[0.48484798 0.51515202],"[[0.92703525 1.40193747]
 [0.24945244 2.21332164]]","[[[ 0.43948409 -0.07674447]
  [-0.07674447  0.17198442]]

 [[ 0.36663385 -0.06980789]
  [-0.06980789  0.20698774]]]"
82,"Freeland, Kyle",9.057857598810493,[0.20327971 0.45464191 0.34207838],"[[-1.15204843  1.57097943]
 [-0.44021809  2.6075119 ]
 [ 0.63280743  2.09611396]]","[[[0.17649993 0.07793533]
  [0.07793533 0.18742964]]

 [[0.42357477 0.12018465]
  [0.12018465 0.30020279]]

 [[0.32311702 0.20383254]
  [0.20383254 0.32934395]]]"
19,"Mayers, Mike",9.059950260198919,[0.14141848 0.15257732 0.70600419],"[[1.46556963 0.93008849]
 [0.54694031 1.37011311]
 [0.57815459 2.16391672]]","[[[ 0.05806641  0.01944609]
  [ 0.01944609  0.09863781]]

 [[ 0.03986806 -0.01732322]
  [-0.01732322  0.06221606]]

 [[ 0.24266012 -0.11653835]
  [-0.11653835  0.3665262 ]]]"
36,"Stephan, Trevor",9.147434470014813,[0.80851517 0.19148483],"[[ 0.79835369  1.67915314]
 [-0.39891933  2.76243599]]","[[[ 0.37679676 -0.08947673]
  [-0.08947673  0.34383072]]

 [[ 0.19238261  0.01983268]
  [ 0.01983268  0.1849634 ]]]"
95,"Minor, Mike",9.16556209383014,[0.50735637 0.49264363],"[[-0.82590157  1.71484062]
 [-0.48170096  2.72265374]]","[[[0.27881606 0.06652275]
  [0.06652275 0.22018082]]

 [[0.3201538  0.11805934]
  [0.11805934 0.19951316]]]"
90,"Gutierrez, Vladimir",9.190252079571135,[0.47660885 0.52339115],"[[0.83705602 1.17197895]
 [0.45721117 2.15804863]]","[[[ 0.37812301 -0.11514297]
  [-0.11514297  0.278178  ]]

 [[ 0.25119815 -0.09891753]
  [-0.09891753  0.24322591]]]"
64,"Ray, Robbie",9.211497086132253,[0.48366748 0.22184805 0.29448447],"[[-0.77492771  1.53628703]
 [ 0.22435296  2.27714862]
 [-0.58064442  0.57723888]]","[[[0.23128694 0.02059509]
  [0.02059509 0.40893188]]

 [[0.12020006 0.00542793]
  [0.00542793 0.35646408]]

 [[0.37511765 0.17168848]
  [0.17168848 0.25620594]]]"
34,"Musgrove, Joe",9.214030948962739,[0.32110362 0.16919566 0.50970072],"[[1.32692919 1.11186459]
 [0.987288   2.35400048]
 [0.36849803 1.88380262]]","[[[ 0.22433363 -0.0786499 ]
  [-0.0786499   0.17737831]]

 [[ 0.5087316  -0.29636767]
  [-0.29636767  0.28267364]]

 [[ 0.30462208 -0.12098473]
  [-0.12098473  0.21467613]]]"
29,"Wisler, Matt",9.273212485820801,[0.35862213 0.25014137 0.22835116 0.16288534],"[[0.20419636 2.4421718 ]
 [0.56273003 1.23385496]
 [0.4289518  1.9014458 ]
 [1.20559052 1.91829181]]","[[[ 0.21834385 -0.04336875]
  [-0.04336875  0.22313514]]

 [[ 0.19176972 -0.01017754]
  [-0.01017754  0.24353673]]

 [[ 0.3429478  -0.39152578]
  [-0.39152578  0.58763015]]

 [[ 0.07969882 -0.12028316]
  [-0.12028316  0.39391467]]]"
61,"Skubal, Tarik",9.27505210606797,[0.71518614 0.28481386],"[[-0.39438809  1.76944623]
 [ 0.34745306  2.78776757]]","[[[ 0.33629971  0.01210108]
  [ 0.01210108  0.32608716]]

 [[ 0.17503235 -0.05019614]
  [-0.05019614  0.19361099]]]"
27,"Luzardo, Jesús",9.294577373515317,[0.07543757 0.30833073 0.51853363 0.09769807],"[[-1.33267099  1.23940535]
 [ 0.3572128   2.77157447]
 [-0.53463424  1.12083276]
 [ 0.43964987  1.70543672]]","[[[ 0.00377688 -0.0055901 ]
  [-0.0055901   0.06656472]]

 [[ 0.44263885  0.20851283]
  [ 0.20851283  0.27558634]]

 [[ 0.24438781  0.127786  ]
  [ 0.127786    0.33345403]]

 [[ 0.37563634 -0.07862222]
  [-0.07862222  0.03362967]]]"
62,"Bieber, Shane",9.299597241733046,[0.347419 0.652581],"[[1.25456217 1.10279807]
 [0.34096797 2.32782217]]","[[[ 0.14214744 -0.03756363]
  [-0.03756363  0.36857974]]

 [[ 0.17858188 -0.13334508]
  [-0.13334508  0.41083268]]]"
14,"Kuhl, Chad",9.401596597300342,[0.24290221 0.45438    0.30271779],"[[-0.14346235  2.2871727 ]
 [ 1.23585841  1.75653001]
 [ 0.21449424  2.81557877]]","[[[ 0.11756153 -0.12162353]
  [-0.12162353  0.20671027]]

 [[ 0.29140202 -0.10130449]
  [-0.10130449  0.55566883]]

 [[ 0.15632373 -0.10087969]
  [-0.10087969  0.21068747]]]"
26,"Giolito, Lucas",9.424558160953088,[0.67814705 0.32185295],"[[0.73942777 1.29019033]
 [0.43299594 2.70532941]]","[[[ 0.22178538 -0.05161092]
  [-0.05161092  0.43022488]]

 [[ 0.18104995 -0.04856754]
  [-0.04856754  0.31471296]]]"
50,"DeSclafani, Anthony",9.44890157449067,[0.6348321 0.3651679],"[[0.99669197 1.66081474]
 [0.07123541 2.50551251]]","[[[ 0.21455373 -0.01248818]
  [-0.01248818  0.43940094]]

 [[ 0.1389793  -0.02372669]
  [-0.02372669  0.31522457]]]"
10,"Barlow, Scott",9.449284125570403,[0.4989813 0.5010187],"[[0.05506178 1.81454094]
 [1.08855567 1.58039764]]","[[[ 0.20054498 -0.14374025]
  [-0.14374025  0.36877036]]

 [[ 0.19462534 -0.14212562]
  [-0.14212562  0.34933125]]]"
46,"Santana, Ervin",9.482421700036735,[0.36349328 0.63650672],"[[0.90680478 0.80033362]
 [0.45335637 2.06440199]]","[[[ 0.45280115 -0.13209696]
  [-0.13209696  0.30772481]]

 [[ 0.32619168 -0.11745014]
  [-0.11745014  0.28876555]]]"
70,"Walker, Taijuan",9.530612870965557,[0.55913728 0.44086272],"[[0.68791885 1.36623958]
 [0.61709533 2.25770369]]","[[[ 0.2869815  -0.11227046]
  [-0.11227046  0.31771179]]

 [[ 0.29964738 -0.13730622]
  [-0.13730622  0.27446337]]]"
1,"Hembree, Heath",9.551794082386284,[0.1528187  0.34528956 0.50189174],"[[0.47499333 2.54632948]
 [1.0450875  2.55898696]
 [1.08061255 1.71546164]]","[[[ 0.33474228 -0.31979508]
  [-0.31979508  0.34749705]]

 [[ 0.36593205  0.0541441 ]
  [ 0.0541441   0.14550978]]

 [[ 0.42005694 -0.11600342]
  [-0.11600342  0.2034869 ]]]"
41,"McClanahan, Shane",9.568977804111064,[0.37604735 0.45151551 0.17243714],"[[-0.59993877  1.79580013]
 [ 0.20875996  2.22737115]
 [-1.1937321   1.2763587 ]]","[[[ 0.11977153 -0.05183228]
  [-0.05183228  0.61849701]]

 [[ 0.15885707  0.06602868]
  [ 0.06602868  0.42662861]]

 [[ 0.03773853  0.04574806]
  [ 0.04574806  0.3362566 ]]]"
16,"Chargois, JT",9.575209496507993,[0.31451613 0.68548387],"[[0.88068118 0.99061476]
 [0.16441678 2.17225929]]","[[[ 0.43588322 -0.00206134]
  [-0.00206134  0.10813164]]

 [[ 0.30600882 -0.11961845]
  [-0.11961845  0.26591171]]]"
74,"Mize, Casey",9.616701032354513,[0.56243622 0.43756378],"[[0.6069023  2.48458206]
 [0.83918227 1.58564011]]","[[[ 0.4375415  -0.1785587 ]
  [-0.1785587   0.23697047]]

 [[ 0.35997711 -0.19232799]
  [-0.19232799  0.20949289]]]"
71,"Plesac, Zach",9.677571926286513,[0.46556299 0.53443701],"[[1.02423762 1.55131925]
 [0.43928567 2.61071584]]","[[[ 0.26570692 -0.03803543]
  [-0.03803543  0.3299935 ]]

 [[ 0.26743982  0.0095938 ]
  [ 0.0095938   0.41077115]]]"
30,"Patiño, Luis",9.70833684445361,[0.67647727 0.32352273],"[[0.35838592 1.93951364]
 [0.89249115 0.94290042]]","[[[0.30744565 0.03978555]
  [0.03978555 0.42090964]]

 [[0.16695018 0.02018781]
  [0.02018781 0.31583582]]]"
72,"Lynch IV, Daniel",9.7141293964854,[0.56088238 0.43911762],"[[-0.89906275  1.15531765]
 [-0.54750227  1.91353826]]","[[[0.27061863 0.06291749]
  [0.06291749 0.23366513]]

 [[0.3668463  0.18662206]
  [0.18662206 0.29192034]]]"
94,"Scott, Tanner",9.815447084243894,[0.38516793 0.61483207],"[[-0.18506635  2.45209775]
 [-0.67455459  1.25736941]]","[[[0.27833045 0.04634131]
  [0.04634131 0.20928745]]

 [[0.35979069 0.0675168 ]
  [0.0675168  0.37055663]]]"
44,"Gray, Jon",9.82121658635358,[0.3439767 0.6560233],"[[0.64164952 1.1115727 ]
 [0.35004744 2.25928313]]","[[[ 0.36116575 -0.12162381]
  [-0.12162381  0.19284008]]

 [[ 0.26488577 -0.18027073]
  [-0.18027073  0.33814387]]]"
49,"Castillo, Diego",9.89920444437363,[0.40314625 0.06915923 0.52769452],"[[ 1.02611346  1.54686035]
 [-0.6676233   2.31302911]
 [ 0.61696169  2.39690652]]","[[[ 0.44291297 -0.0945772 ]
  [-0.0945772   0.20216466]]

 [[ 0.03787358 -0.07830014]
  [-0.07830014  0.38333492]]

 [[ 0.41493916 -0.13459816]
  [-0.13459816  0.2868486 ]]]"
56,"Morgan, Eli",9.943039970542571,[0.7442372 0.2557628],"[[0.4310675  2.45617159]
 [1.50817577 1.78623832]]","[[[ 0.18578611 -0.08351638]
  [-0.08351638  0.59985932]]

 [[ 0.06399443 -0.05629742]
  [-0.05629742  0.49555998]]]"
57,"Pivetta, Nick",9.979220735403281,[0.29283984 0.70716016],"[[0.57396633 1.06644023]
 [0.39749258 2.3257188 ]]","[[[ 0.29874241 -0.06463395]
  [-0.06463395  0.15868952]]

 [[ 0.32557317 -0.09660841]
  [-0.09660841  0.37995977]]]"
39,"Manoah, Alek",10.001049366626942,[0.77212249 0.22787751],"[[ 0.60267185  1.77966295]
 [-0.72922007  2.62768934]]","[[[ 0.31786338 -0.11428578]
  [-0.11428578  0.36683362]]

 [[ 0.15921924 -0.04651517]
  [-0.04651517  0.32142997]]]"
32,"Kim, Kwang Hyun",10.08981143954742,[0.42958209 0.57041791],"[[-0.02363823  1.35849551]
 [ 0.23596042  2.62840099]]","[[[ 0.41204835 -0.00998334]
  [-0.00998334  0.26382227]]

 [[ 0.36562817  0.06094454]
  [ 0.06094454  0.27388027]]]"
0,"Smith, Will",10.161006355475115,[0.61278422 0.38721578],"[[-0.531166    1.69085488]
 [-1.32659763  1.31907362]]","[[[0.17649707 0.13141546]
  [0.13141546 0.57896484]]

 [[0.07343228 0.10111924]
  [0.10111924 0.53202925]]]"
88,"Peralta, Freddy",10.170596375413838,[0.70477512 0.15684577 0.13837911],"[[0.23379107 2.04367114]
 [1.61793844 0.77598062]
 [1.2440364  1.92550125]]","[[[ 0.35588754 -0.1347111 ]
  [-0.1347111   0.47709453]]

 [[ 0.14459395  0.00917518]
  [ 0.00917518  0.08031686]]

 [[ 0.11433087 -0.00456987]
  [-0.00456987  0.15598821]]]"
51,"Gallegos, Giovanny",10.191062895430576,[0.51106371 0.48893629],"[[0.60244897 1.00319159]
 [0.38013173 2.07854436]]","[[[ 0.33430194 -0.1677123 ]
  [-0.1677123   0.42164046]]

 [[ 0.27398092 -0.05223082]
  [-0.05223082  0.35500418]]]"
35,"Cishek, Steve",10.218953199333656,[0.58880169 0.41119831],"[[ 1.4049803   1.96293749]
 [-0.0906005   2.01478483]]","[[[ 0.50151607 -0.22390251]
  [-0.22390251  0.30227657]]

 [[ 0.38859417 -0.07151169]
  [-0.07151169  0.33385254]]]"
43,"Ynoa, Huascar",10.3191414836026,[0.73871648 0.26128352],"[[0.63092399 1.546674  ]
 [0.06577882 2.62614822]]","[[[ 0.36168365 -0.12188614]
  [-0.12188614  0.44160588]]

 [[ 0.26106089 -0.09636881]
  [-0.09636881  0.3102992 ]]]"
59,"McCullers Jr., Lance",10.335535830688498,[0.67959797 0.32040203],"[[0.23685963 2.1685567 ]
 [1.29954512 1.83204647]]","[[[ 0.35837707 -0.1480657 ]
  [-0.1480657   0.37730059]]

 [[ 0.23391654 -0.1059141 ]
  [-0.1059141   0.42710771]]]"
91,"Kikuchi, Yusei",10.378907700888474,[0.49217314 0.50782686],"[[-0.33285433  1.4855304 ]
 [ 0.48564727  2.22020111]]","[[[ 0.17122898 -0.03095464]
  [-0.03095464  0.5645711 ]]

 [[ 0.09213551 -0.07289789]
  [-0.07289789  0.61747549]]]"
68,"Garcia, Luis",10.400797278436817,[0.2035633 0.7964367],"[[1.51465219 0.43646545]
 [0.57627769 2.05271223]]","[[[ 0.22763212 -0.03606442]
  [-0.03606442  0.20053609]]

 [[ 0.40665555 -0.26590184]
  [-0.26590184  0.58622104]]]"
12,"Strickland, Hunter",10.438661101108773,[0.28500944 0.71499056],"[[ 0.9844721   1.31839477]
 [-0.18612071  2.06908348]]","[[[ 0.31051485 -0.25122909]
  [-0.25122909  0.56295149]]

 [[ 0.29524518 -0.20433755]
  [-0.20433755  0.55038089]]]"
69,"Rodón, Carlos",10.531101768085566,[0.4606173 0.5393827],"[[-0.13638741  2.25060162]
 [-1.05157753  1.39097644]]","[[[0.24544267 0.01112893]
  [0.01112893 0.50870257]]

 [[0.177199   0.0843054 ]
  [0.0843054  0.59046328]]]"
15,"Kittredge, Andrew",10.625301915968162,[1.],[[0.4936478  1.60320755]],"[[[ 0.309777   -0.17979157]
  [-0.17979157  0.47465989]]]"
7,"Bass, Anthony",10.795896389894347,[0.7944981 0.2055019],"[[0.72190974 1.67775318]
 [0.12257539 3.04204662]]","[[[ 0.34814268 -0.13033839]
  [-0.13033839  0.48575478]]

 [[ 0.13026544  0.02245164]
  [ 0.02245164  0.15321965]]]"
92,"Soto, Gregory",10.827290892323497,[0.40153517 0.59846483],"[[-0.82408369  1.19512898]
 [ 0.35251144  2.14813539]]","[[[0.24862506 0.13413709]
  [0.13413709 0.45832618]]

 [[0.30720984 0.0800662 ]
  [0.0800662  0.45831293]]]"
66,"Fried, Max",10.984578244707123,[0.21913589 0.78086411],"[[ 0.06253138  2.8324812 ]
 [-0.69580928  2.0180175 ]]","[[[0.17686036 0.16262148]
  [0.16262148 0.37235038]]

 [[0.2612253  0.02710349]
  [0.02710349 0.58057504]]]"
37,"McKenzie, Triston",11.006367838344262,[0.7215627 0.2784373],"[[0.74508287 1.65913899]
 [0.24355835 3.56512697]]","[[[ 0.40817182 -0.09438976]
  [-0.09438976  0.83615439]]

 [[ 0.20513732 -0.01198581]
  [-0.01198581  0.2267274 ]]]"
89,"Sheffield, Justus",11.03178168969242,[0.31220589 0.68779411],"[[ 0.38640515  2.27153064]
 [-0.68875253  1.15378838]]","[[[ 0.18825574 -0.0587253 ]
  [-0.0587253   0.33213838]]

 [[ 0.4513943   0.26365974]
  [ 0.26365974  0.61108959]]]"
60,"Adams, Austin",11.118121851287313,[0.42374411 0.57625589],"[[-0.43353972  2.73250688]
 [ 1.06070076  2.02235847]]","[[[ 0.36748582 -0.13534704]
  [-0.13534704  0.4196529 ]]

 [[ 0.36640159 -0.20494425]
  [-0.20494425  0.51214487]]]"
40,"Houck, Tanner",11.176481930450581,[0.18429917 0.81570083],"[[-0.097332    2.40309547]
 [ 0.99160283  1.74507524]]","[[[ 0.257846   -0.05523347]
  [-0.05523347  0.05357664]]

 [[ 0.57513499 -0.16519646]
  [-0.16519646  0.33367825]]]"
