,Pitcher,NinetyFive,Five,Median Control,Pis,Mus,Covariances
9,"Stephan, Trevor",6.054636577,9.70056431,7.517961682,[0.10523823 0.40340583 0.49135594],"[[0.84825641 2.12330937],[-0.18804697 2.55084011],[-0.1112427 3.38899226]]","[[[0.03782297 0.01435827],[0.01435827 0.10589227]]:[[0.27844161 0.08422197],[0.08422197 0.26852671]]:[[0.30525813 -0.01483124],[-0.01483124 0.18744999]]]"
133,"Falter, Bailey",6.136137969,9.644016641,7.524549468,[0.33772719 0.04486135 0.61741147],"[[-0.1498512 3.64550904],[-0.45534292 1.4663761],[-0.20233738 2.63565511]]","[[[0.2570432 0.01860734],[0.01860734 0.15847096]]:[[0.11329071 -0.01326323],[-0.01326323 0.0028001]]:[[0.21827823 0.08065809],[0.08065809 0.28273287]]]"
70,"Poche, Colin",6.336817078,11.09049206,7.529697782,[0.57015039 0.14232889 0.09518508 0.19233564],"[[-0.27936446 2.78053847],[-0.67205801 1.55211305],[0.6276469 3.27719307],[0.0345713 3.99594114]]","[[[0.19270134 -0.09141649],[-0.09141649 0.45824968]]:[[0.10898577 -0.04519894],[-0.04519894 0.10990408]]:[[0.03278437 0.00788453],[0.00788453 0.29149002]]:[[0.14466075 -0.03294954],[-0.03294954 0.19879272]]]"
134,"France, J.P.",5.549985474,9.382478303,7.530338141,[0.13972701 0.66676519 0.19350781],"[[1.00733014 2.82276861],[-0.04579578 3.02439979],[0.62182518 2.10304184]]","[[[0.10071791 0.00580958],[0.00580958 0.12782552]]:[[0.23187414 -0.02261157],[-0.02261157 0.3738491]]:[[0.10743957 -0.03887264],[-0.03887264 0.17292918]]]"
22,"Hill, Rich",6.21261657,10.23379737,7.531467708,[0.43446447 0.36006385 0.20547167],"[[-0.45133391 2.73500129],[0.59627045 3.12628789],[0.01880654 3.87825058]]","[[[0.20722881 0.01751753],[0.01751753 0.2191584]]:[[0.16198335 0.08603168],[0.08603168 0.40471831]]:[[0.39054514 0.0209826],[0.0209826 0.12902161]]]"
95,"Medina, Luis",6.494149131,9.020526326,7.558900772,[0.30652291 0.47850382 0.21497327],"[[-0.05383491 3.37227314],[-0.24735632 2.26481041],[0.7427869 2.15153288]]","[[[0.34009129 0.01360801],[0.01360801 0.17535693]]:[[0.2412156 0.05270948],[0.05270948 0.21981853]]:[[0.19962335 -0.03782276],[-0.03782276 0.33462972]]]"
12,"Giolito, Lucas",6.466641593,10.6969705,7.560796957,[0.20783503 0.25993703 0.53222794],"[[-0.05075063 3.92057687],[0.11162013 1.89941869],[-0.05882161 2.97758875]]","[[[0.30049335 0.0459164],[0.0459164 0.14839825]]:[[0.31133974 -0.00534698],[-0.00534698 0.20213506]]:[[0.31379577 -0.04213105],[-0.04213105 0.20376142]]]"
34,"Ferguson, Caleb",6.151403838,9.533714496,7.568921175,[0.36037921 0.34607652 0.29354427],"[[0.1634727 2.28158944],[-0.07739955 3.24166953],[0.6376829 3.08290021]]","[[[0.33835741 0.11030844],[0.11030844 0.20631123]]:[[0.17533285 0.10424811],[0.10424811 0.23463137]]:[[0.17506723 0.0945271],[0.0945271 0.40293961]]]"
120,"Sheehan, Emmet",6.134729744,8.870316459,7.573089934,[0.38434276 0.61565724],"[[-0.40262771 2.88604249],[0.46602481 2.94893368]]","[[[0.10047054 -0.03549351],[-0.03549351 0.19087371]]:[[0.22226171 -0.11508598],[-0.11508598 0.39147704]]]"
57,"Kelly, Merrill",6.563573203,10.39272348,7.578942916,[0.10995081 0.22084291 0.0553238  0.61388248],"[[0.28602835 1.60069963],[-0.0108492 3.4184325],[1.28991493 2.37769861],[0.18926863 2.40144699]]","[[[0.2042019 -0.08785106],[-0.08785106 0.0822786]]:[[0.23776173 -0.10415667],[-0.10415667 0.11596753]]:[[0.01744517 0.09290804],[0.09290804 0.55251174]]:[[0.4504265 -0.14255316],[-0.14255316 0.15333015]]]"
147,"Anderson, Tyler",6.409153576,10.38297116,7.589288165,[0.28510465 0.26362779 0.45126756],"[[-0.68732261 2.64563065],[0.16219439 2.23518981],[0.1379713 3.48486702]]","[[[0.1049362 -0.01442114],[-0.01442114 0.40095167]]:[[0.11905689 -0.0500103],[-0.0500103 0.24401888]]:[[0.26877617 -0.03028093],[-0.03028093 0.3023107]]]"
113,"Skubal, Tarik",5.867745938,9.753512145,7.592436445,[0.69671549 0.14552855 0.15775597],"[[0.3110155 2.90730956],[-0.29504257 1.89844013],[-0.56707293 3.41587693]]","[[[0.22530816 0.05592577],[0.05592577 0.33640312]]:[[0.20115744 -0.01409104],[-0.01409104 0.06592386]]:[[0.14448246 0.09442448],[0.09442448 0.21543235]]]"
103,"Canning, Griffin",6.377284443,10.77781492,7.594713283,[0.40593713 0.49129683 0.10276604],"[[0.47569573 2.10709782],[0.18853513 3.47259729],[-0.32158197 2.79149417]]","[[[0.23264344 0.01784644],[0.01784644 0.20200072]]:[[0.26937557 -0.07503707],[-0.07503707 0.3040703]]:[[0.0877752 -0.00270133],[-0.00270133 0.02274145]]]"
6,"Bednar, David",6.543636441,9.436995374,7.599471406,[0.37428299 0.62571701],"[[0.36002978 2.54230594],[0.1346191 3.62845148]]","[[[0.26195987 -0.03279291],[-0.03279291 0.14949637]]:[[0.29904723 -0.02868384],[-0.02868384 0.23365613]]]"
130,"Gray, Jon",6.284027347,10.44158521,7.623641293,[0.40430486 0.38217564 0.21351951],"[[0.63191782 2.55949036],[-0.54765024 3.00301907],[-0.01359988 1.99550746]]","[[[2.43342430e-01 -1.18211935e-01],[-1.18211935e-01 3.28901648e-01]]:[[2.64118760e-01 -2.60937364e-04],[-2.60937364e-04 1.59337044e-01]]:[[4.12251711e-01 -4.62937317e-02],[-4.62937317e-02 8.12622373e-02]]]"
148,"Freeland, Kyle",5.342677826,9.46968469,7.639945868,[0.30652824 0.22504407 0.46842769],"[[-0.68638694 3.42950339],[-0.16924388 3.21674574],[-0.30274196 2.4742543]]","[[[0.15233161 0.06131539],[0.06131539 0.15568766]]:[[0.24699109 0.26673344],[0.26673344 0.35775794]]:[[0.27852048 0.11577767],[0.11577767 0.22075778]]]"
138,"Scholtens, Jesse",5.783690841,10.06950324,7.680446836,[0.46737656 0.29847586 0.23414758],"[[0.13475691 3.16155583],[0.0717262 2.16662594],[1.05242843 2.25411099]]","[[[0.1595547 -0.08850184],[-0.08850184 0.28251861]]:[[0.26991371 -0.00593202],[-0.00593202 0.28825808]]:[[0.05711952 -0.01272545],[-0.01272545 0.29365975]]]"
142,"Allen, Logan",6.377662997,9.941435378,7.68578954,[0.21972713 0.31747602 0.46279685],"[[-0.6613267 3.27649968],[-0.25335451 2.40335785],[0.4919381 3.03681003]]","[[[0.15466474 0.06994027],[0.06994027 0.22329718]]:[[0.24111901 0.02756038],[0.02756038 0.25334211]]:[[0.31139978 -0.00226876],[-0.00226876 0.28427997]]]"
2,"Wells, Tyler",6.092745553,9.842721167,7.695756681,[0.15821333 0.06963024 0.15907771 0.61307872],"[[0.52395216 2.1826552],[-0.62703757 3.22895267],[0.03883274 2.89754791],[0.19972337 3.39753077]]","[[[0.16615424 0.00433135],[0.00433135 0.12929147]]:[[0.00617678 0.02685929],[0.02685929 0.41300183]]:[[0.07631901 0.16978007],[0.16978007 0.40360499]]:[[0.25857475 -0.04738235],[-0.0473823 0.28928778]]]"
112,"Suárez, Ranger",6.867423556,10.86745948,7.707840171,[0.36626061 0.16881805 0.46492135],"[[-0.73559509 2.91140369],[0.44533696 3.64946555],[0.38173216 2.40044741]]","[[[0.14043033 0.05164794],[0.05164794 0.34079534]]:[[0.17942457 -0.10925302],[-0.10925302 0.20222861]]:[[0.33175222 0.01837794],[0.01837794 0.22577508]]]"
90,"Weaver, Luke",6.395981941,10.53945712,7.743841955,[0.36796051 0.20519885 0.42684064],"[[5.91608416e-01 2.22463572e+00],[-5.74191683e-01 2.29192641e+00],[1.36586306e-03 3.21535706e+00]]","[[[0.23041778 -0.08129904],[-0.08129904 0.1979768]]:[[0.08830594 -0.02682046],[-0.02682046 0.18252907]]:[[0.43586539 -0.0678192],[-0.0678192 0.23842992]]]"
152,"Lambert, Peter",6.658307317,10.94322151,7.74851565,[0.25933974 0.44801035 0.29264991],"[[-0.45848052 3.50528209],[0.52067994 2.50433008],[-0.4824501 2.46186756]]","[[[0.32679095 0.05853098],[0.05853098 0.10269505]]:[[0.2958851 0.03917522],[0.03917522 0.45599612]]:[[0.20083964 0.04201517],[0.04201517 0.09574712]]]"
24,"Finnegan, Kyle",5.897712248,10.06111507,7.750900866,[0.21047636 0.20274964 0.586774  ],"[[-0.12185079 3.53565127],[0.89542032 2.18624896],[-0.16169315 2.36605794]]","[[[0.40477253 -0.02619169],[-0.02619169 0.08967111]]:[[0.06496934 -0.02986235],[-0.02986235 0.29701317]]:[[0.19914546 0.00599953],[0.00599953 0.36669843]]]"
153,"Gore, MacKenzie",6.229240874,9.140132142,7.771934641,[0.2846572  0.15167846 0.09785572 0.46580863],"[[-0.35049869 3.14831666],[0.00680372 1.76155796],[-0.9572377 2.42434791],[0.35336314 3.02604732]]","[[[0.19031802 -0.06998953],[-0.06998953 0.29496881]]:[[0.34215328 0.03401949],[0.03401949 0.10579781]]:[[0.08293864 -0.00893952],[-0.00893952 0.10403988]]:[[0.21383191 0.04397023],[0.04397023 0.40433488]]]"
164,"Henry, Tommy",6.63627023,11.41480684,7.772243269,[0.42937784 0.38155282 0.07883489 0.11023446],"[[-0.58120644 2.61943628],[0.64251232 3.01852449],[0.02595859 1.764249],[0.63043061 3.94296577]]","[[[0.15048501 0.01332552],[0.01332552 0.32654516]]:[[0.29710407 0.03796752],[0.03796752 0.23454885]]:[[0.36133106 0.04908998],[0.04908998 0.02374402]]:[[0.23131707 0.05157076],[0.0515707 0.05169884]]]"
38,"Scott, Tanner",5.990200595,10.11317426,7.799783403,[0.45403527 0.4783086  0.06765613],"[[0.2619755 2.47181977],[-0.62943124 2.48023252],[-1.20840038 1.42966299]]","[[[0.18875562 0.09020922],[0.09020922 0.41153987]]:[[0.15891304 0.06080002],[0.06080002 0.27062772]]:[[0.07400652 -0.00413657],[-0.00413657 0.02758124]]]"
16,"Brown, Hunter",6.553098512,10.15102178,7.80820982,[0.19237651 0.39833462 0.40928887],"[[-0.79993149 3.06407357],[-0.07604137 3.38477313],[0.30730058 2.39813501]]","[[[0.07075782 -0.00780506],[-0.00780506 0.64526937]]:[[0.22855097 0.08066958],[0.08066958 0.29902697]]:[[0.19615998 0.05920117],[0.05920117 0.34983192]]]"
61,"Weems, Jordan",5.43613616,9.099359918,7.827507988,[0.74401361 0.25598639],"[[0.12628906 2.49846548],[0.09661809 3.53703181]]","[[[0.35733947 -0.02611974],[-0.02611974 0.20724244]]:[[0.14292699 -0.01466164],[-0.01466164 0.13895227]]]"
165,"Lynch IV, Daniel",6.241115036,9.521157105,7.839660082,[0.2889421 0.7110579],"[[0.04610467 2.26728977],[-0.01039543 3.34925765]]","[[[0.32203269 0.06438209],[0.06438209 0.13869516]]:[[0.24620165 0.04577977],[0.04577977 0.29551602]]]"
109,"Rodriguez, Grayson",6.692006013,9.585631124,7.867101882,[0.49381 0.50619],"[[-3.33958172e-03 3.37992213e+00],[2.20070858e-01 2.42738289e+00]]","[[[0.38929709 0.01951462],[0.01951462 0.17575149]]:[[0.26203859 -0.0267946],[-0.0267946 0.21199692]]]"
167,"Kaprielian, James",6.884748749,10.12559835,7.887789573,[0.46548677 0.53451323],"[[-0.23469414 2.97360919],[0.7959848 2.52728589]]","[[[0.26235395 0.05927376],[0.05927376 0.46598414]]:[[0.22292327 0.00590391],[0.00590391 0.28718144]]]"
168,"Lodolo, Nick",6.011341879,10.07778298,7.920763364,[0.22351803 0.68748581 0.08899616],"[[-0.92360068 2.51398347],[0.08127231 2.93180416],[-0.36234462 1.80568342]]","[[[0.06959096 -0.08795999],[-0.08795999 0.19616108]]:[[0.21870142 -0.05562836],[-0.05562836 0.35382167]]:[[0.4276075 -0.03768377],[-0.03768377 0.0437889]]]"
32,"Bickford, Phil",5.837318955,9.753189074,7.927177824,[0.40074196 0.28352794 0.3157301 ],"[[0.15522898 3.3349058],[0.91164549 2.32906357],[0.32695725 2.92118329]]","[[[0.25588926 -0.11344023],[-0.11344023 0.23977207]]:[[0.2284061 0.06735023],[0.06735023 0.1833792]]:[[0.25821771 0.06236111],[0.06236111 0.38789188]]]"
157,"Gomber, Austin",6.511945767,10.89119401,7.928806874,[0.30825487 0.46010462 0.23164051],"[[-0.50922668 2.11535792],[0.42125477 2.88573388],[-0.59619633 3.31799236]]","[[[0.269849 -0.03734587],[-0.03734587 0.21729595]]:[[0.21154646 -0.01705341],[-0.01705341 0.42924206]]:[[0.25730487 0.05539393],[0.05539393 0.30001944]]]"
46,"Megill, Tylor",6.501778832,10.41795336,7.946021838,[0.54046336 0.3183756  0.14116104],"[[0.19922851 2.70003807],[0.60545105 1.76058142],[-0.72410354 2.45034953]]","[[[0.40778283 0.02631706],[0.02631706 0.23217009]]:[[0.27202536 0.01946889],[0.01946889 0.18059915]]:[[0.01922592 -0.03504121],[-0.03504121 0.5833244]]]"
25,"Harvey, Hunter",5.900295034,10.17263652,7.966552524,[0.09139294 0.55441556 0.3541915 ],"[[-0.98425835 3.34226718],[0.22590934 3.1640702],[0.15197674 2.30969283]]","[[[0.06042339 -0.04154652],[-0.04154652 0.15003877]]:[[0.28430756 -0.05234908],[-0.05234908 0.28768051]]:[[0.35692091 0.01602508],[0.01602508 0.19976811]]]"
98,"Montgomery, Jordan",6.062953806,10.17851026,7.96801956,[0.25130211 0.74869789],"[[0.04241721 3.82153665],[-0.58270405 2.74167803]]","[[[0.13758572 -0.0608038],[-0.0608038 0.19742221]]:[[0.25684222 0.02255811],[0.02255811 0.30528864]]]"
84,"Burke, Brock",6.141872291,9.545073864,7.981558113,[0.71314109 0.28685891],"[[0.12325297 3.13461477],[-0.5707687 2.26797037]]","[[[0.36050643 0.00864474],[0.00864474 0.30446465]]:[[0.21401088 -0.06346123],[-0.06346123 0.14000708]]]"
58,"Verlander, Justin",6.328624682,10.54826889,7.999389761,[0.46472417 0.21278378 0.32249205],"[[-0.10676631 3.43864457],[0.8860849 2.31803805],[0.14756985 2.48140216]]","[[[0.28792826 0.01432213],[0.01432213 0.37911266]]:[[0.09908971 0.03079517],[0.03079517 0.25429517]]:[[0.19580339 0.09903105],[0.09903105 0.36973258]]]"
65,"Castillo, Luis",7.154150308,9.405694082,8.007742261,[0.4125416 0.5874584],"[[0.93025905 2.72500212],[-0.01630554 2.80495938]]","[[[0.20464258 0.00081148],[0.00081148 0.35097716]]:[[0.2143034 -0.03722744],[-0.03722744 0.3556271]]]"
97,"Chapman, Aroldis",6.038595061,11.30657853,8.01814515,[0.3446226  0.41888453 0.23649287],"[[0.51971272 2.95558711],[-0.499843 1.71216071],[-0.41348489 2.72316185]]","[[[0.22583618 0.11215451],[0.11215451 0.50270501]]:[[0.22445478 0.07634765],[0.07634765 0.22673895]]:[[0.29857938 0.04481835],[0.04481835 0.07915247]]]"
129,"Snell, Blake",7.078484033,8.855632714,8.027251681,[0.15982797 0.15757471 0.31092659 0.37167073],"[[-0.8139151 2.07135827],[0.8985215 3.4257776],[-0.33711117 3.14886351],[0.46772043 2.05198167]]","[[[0.21618253 -0.00853505],[-0.00853505 0.38104004]]:[[0.13988394 -0.01933762],[-0.01933762  0.20820662]]:[[0.32483177 0.02072129],[0.02072129 0.36975965]]:[[0.24135094 0.04106719],[0.04106719 0.26565619]]]"
85,"Eovaldi, Nathan",6.135217681,11.15987713,8.031733558,[0.09554645 0.45348255 0.450971  ],"[[1.52596692 2.63989977],[-0.57141668 2.26836646],[0.54498854 2.443553]]","[[[0.06519104 -0.06917573],[-0.06917573 0.41958671]]:[[0.35885248 -0.11812732],[-0.11812732 0.26739997]]:[[0.22060798 -0.16490052],[-0.16490052 0.25405522]]]"
43,"Webb, Jacob",5.810371434,9.151497013,8.042903856,[0.76272097 0.23727903],"[[0.11041023 3.00025289],[0.52352133 2.12233042]]","[[[0.25084618 -0.02858329],[-0.02858329 0.352748]]:[[0.29797314 0.04180153],[0.04180153 0.11038842]]]"
47,"Clevinger, Mike",6.441827738,9.945528857,8.05735986,[0.35053226 0.30776511 0.34170263],"[[0.49258913 2.53049038],[0.33197169 1.99636952],[-0.36179283 2.84783893]]","[[[0.21832817 0.07194602],[0.07194602 0.32100277]]:[[0.26548495 -0.1100546],[-0.1100546 0.2816434]]:[[0.19417667 0.07514175],[0.07514175 0.37707303]]]"
31,"Kimbrel, Craig",6.214110642,9.284456984,8.066651994,[0.3444911 0.6555089],"[[-0.31492941 2.7237537],[0.57831609 2.44992234]]","[[[0.18646503 -0.03597184],[-0.03597184 0.30021296]]:[[0.22911418 -0.11202995],[-0.11202995 0.30961934]]]"
139,"Kopech, Michael",6.607528442,10.50919865,8.078007977,[0.40081628 0.18546134 0.41372238],"[[0.59052238 2.60783238],[-0.20608116 3.85987263],[-0.27514885 2.76161055]]","[[[0.27417473 -0.09314608],[-0.09314608 0.36941706]]:[[0.38375238 0.00384675],[0.00384675 0.12347307]]:[[0.2278838 -0.00953449],[-0.00953449 0.32970889]]]"
151,"Scherzer, Max",6.062118774,9.994705929,8.104350874,[0.57685524 0.42314476],"[[-0.32738547 2.74305561],[ 0.74430344 2.40724981]]","[[[0.26391782 -0.03756851],[-0.03756851 0.33574157]]:[[0.19301846 -0.0329811],[-0.0329811 0.37857614]]]"
161,"Gonsolin, Tony",6.53904659,10.18231912,8.120854069,[0.28630626 0.71369374],"[[0.2124502 3.50089315],[0.53103395 2.26581915]]","[[[0.43809091 -0.03849009],[-0.03849009 0.1747918]]:[[0.24779303 -0.09855803],[-0.09855803 0.26685567]]]"
143,"Williams, Gavin",5.984204501,9.809007074,8.124967409,[0.79761419 0.20238581],"[[-0.09745318 2.99420282],[0.53370321 1.95311577]]","[[[0.36483054 0.01154276],[0.01154276 0.25157921]]:[[0.1469365 0.02656012],[0.02656012 0.13440208]]]"
116,"Thompson, Zack",6.92675169,10.61211793,8.165929908,[0.20549496 0.27130103 0.52320401],"[[-0.65802108 2.86580498],[-0.00514504 1.90297497],[0.31572949 3.09782048]]","[[[0.13469297 0.03833097],[0.03833097 0.20039492]]:[[0.2646011 0.15851215],[0.15851215 0.2514643]]:[[0.25943028 -0.0164595],[-0.0164595 0.51652122]]]"
92,"Kremer, Dean",6.791886715,10.08966513,8.171392707,[0.50713124 0.49286876],"[[0.23742451 3.27573304],[0.51541207 2.20255045]]","[[[0.27843575 -0.08772733],[-0.08772733 0.32906335]]:[[0.30469484 -0.05618776],[-0.05618776 0.21262645]]]"
29,"Hernández, Carlos",6.447437105,10.18025675,8.222102159,[0.061376   0.20135015 0.73727385],"[[1.09497213 3.19214482],[-0.11270663 3.65092261],[0.09869793 2.5622788]]","[[[0.01853681 0.00805029],[0.00805029 0.05209386]]:[[0.20847398 0.03702299],[0.03702299 0.06944]]:[[0.31579361 -0.12232894],[-0.12232894 0.31232911]]]"
80,"Ginkel, Kevin",6.757290599,9.506024948,8.229274639,[0.4277526 0.5722474],"[[-0.01053993 3.31040088],[0.37361004 2.51944385]]","[[[0.22352693 -0.03950518],[-0.03950518 0.27660779]]:[[0.31347547 -0.0524164],[-0.0524164 0.27739197]]]"
83,"Smith, Will",6.72169225,9.743786162,8.22929303,[0.19763458 0.80236542],"[[0.82518953 2.49998606],[-0.30225418 2.77141708]]","[[[0.09672823 0.02226739],[0.02226739 0.09261592]]:[[0.29069984 0.01180648],[0.01180648 0.390757]]]"
15,"Seabold, Connor",6.070534534,9.688076317,8.229938566,[0.61788885 0.38211115],"[[-0.38801469 2.89124001],[0.53276845 2.55011896]]","[[[0.30013402 -0.07066044],[-0.07066044 0.33272754]]:[[0.22495458 -0.10685335],[-0.10685335 0.31237917]]]"
77,"Pagán, Emilio",6.908686373,9.622142435,8.24704164,[0.74789597 0.25210403],"[[-0.1658079 2.79651825],[0.76284335 2.21839903]]","[[[0.38112768 0.06361867],[0.06361867 0.30226383]]:[[0.08066203 0.04286953],[0.04286953 0.17279025]]]"
50,"Díaz, Alexis",6.175942743,11.090518,8.250462684,[0.12317002 0.44601191 0.43081807],"[[1.11043966 2.25934422],[0.13540801 2.71905424],[-0.67398483 3.04570291]]","[[[0.11018573 0.01041733],[0.01041733 0.10186934]]:[[0.32873767 0.24354434],[0.24354434 0.31192506]]:[[0.38759372 -0.02883157],[-0.02883157 0.29632028]]]"
136,"Fried, Max",5.699793906,10.36236665,8.252453101,[0.28339672 0.71660328],"[[0.61773163 2.76162947],[-0.62923544 2.61506902]]","[[[0.16298639 -0.02553857],[-0.02553857 0.35254023]]:[[0.2489526 0.0691218],[0.0691218 0.38373769]]]"
131,"Sandoval, Patrick",6.589578814,11.12548243,8.296862951,[0.41235942 0.40105873 0.18658184],"[[-0.36925678 2.45312353],[0.53734928 2.39648283],[0.2831395 3.86226466]]","[[[0.19117022 0.066474],[0.066474 0.44881963]]:[[0.20899844 0.03146035],[0.03146035 0.44525761]]:[[0.38860613 -0.00220502],[-0.00220502 0.11126837]]]"
156,"Urías, Julio",6.150683477,10.61819833,8.303369813,[0.24615044 0.59722011 0.15662945],"[[0.58880003 2.17910952],[-0.30789159 3.0064569],[0.70600851 3.27760949]]","[[[0.24788065 0.1036482],[0.1036482 0.23470456]]:[[0.27247614 0.05070133],[0.05070133 0.39054015]]:[[0.26032571 0.15568261],[0.15568261 0.27849068]]]"
36,"Beck, Tristan",5.978575686,10.6751375,8.333132912,[0.70050909 0.29949091],"[[0.30824006 2.1385442],[-0.34157954 3.49750855]]","[[[0.32119795 -0.07679162],[-0.07679162 0.30751965]]:[[0.36362215 0.13831884],[0.13831884 0.18203321]]]"
110,"Corbin, Patrick",7.258033655,9.792660877,8.33561785,[0.77896929 0.22103071],"[[-0.04042186 3.38948777],[-0.50091492 2.28856065]]","[[[0.29520487 0.04254123],[0.04254123 0.27573322]]:[[0.37981513 -0.0598482],[-0.0598482 0.14341774]]]"
51,"Liberatore, Matthew",6.145001829,9.867698244,8.381880495,[0.20285676 0.79714324],"[[0.6382081 3.65618573],[0.04046258 2.63529046]]","[[[0.18674327 -0.00819918],[-0.00819918 0.06148386]]:[[0.39600867 -0.01977265],[-0.01977265 0.25635824]]]"
72,"Cease, Dylan",6.843788207,10.52463969,8.403924328,[0.14191285 0.58948065 0.2686065 ],"[[0.34589391 3.66726363],[0.70533767 2.55541471],[-0.29346648 2.56318442]]","[[[0.30653656 -0.07232618],[-0.07232618 0.13657023]]:[[0.21312972 -0.05022179],[-0.05022179 0.39776952]]:[[0.11314501 -0.05281574],[-0.05281574 0.65324854]]]"
132,"Peralta, Freddy",6.697656793,10.87233896,8.425591228,[0.21270197 0.2202924  0.56700563],"[[0.77406423 2.69426059],[-0.24019908 3.64802701],[-0.17847765 2.42169576]]","[[[0.10327776 -0.13240517],[-0.13240517 0.50126443]]:[[0.37575874 0.0497431],[0.0497431 0.14519257]]:[[0.34649984 0.00975337],[0.00975337 0.30136296]]]"
87,"Flexen, Chris",6.060563729,10.64333172,8.434197582,[0.24341112 0.75658888],"[[0.08587608 3.77461235],[0.33413705 2.34788951]]","[[[0.2558748 -0.03647143],[-0.03647143 0.12883226]]:[[0.25238244 0.0240502],[0.0240502 0.39343455]]]"
1,"Fujinami, Shintaro",7.164062257,11.15093378,8.450579634,[0.17930675 0.38199719 0.43869606],"[[-0.3306113 3.46780953],[-0.52741852 2.6039321],[0.57579672 2.20678507]]","[[[0.34915257 0.0743139],[0.0743139 0.18359789]]:[[0.28388977 -0.15684817],[-0.15684817 0.45815755]]:[[0.22718103 -0.06777056],[-0.06777056 0.27310519]]]"
99,"Gilbert, Logan",6.027365682,10.15308854,8.453579663,[0.30357188 0.69642812],"[[-0.03960302 3.49973377],[0.10161499 2.43921447]]","[[[0.25504328 -0.01285249],[-0.01285249 0.28945755]]:[[0.27749876 0.01136116],[0.01136116 0.36819264]]]"
163,"McClanahan, Shane",6.441910748,10.40737097,8.481709546,[0.30438257 0.69561743],"[[-0.26373308 1.78902596],[0.18561214 2.96263767]]","[[[0.2823996 0.02576025],[0.02576025 0.18490083]]:[[0.27782129 0.03772055],[0.03772055 0.37292805]]]"
8,"Jackson, Andre",6.709458201,10.96502067,8.487913371,[0.36019213 0.63980787],"[[-0.02777061 3.60672368],[0.44059439 2.46045715]]","[[[2.89701522e-01 1.86558823e-02],[1.86558823e-02 1.64069516e-01]]:[[3.49730868e-01 2.55370978e-04],[2.55370978e-04 3.30523134e-01]]]"
146,"Bibee, Tanner",6.874906026,11.53102736,8.492638426,[0.34198156 0.44823769 0.20978074],"[[0.57636795 2.4250585],[0.26880888 3.5892227],[-0.62561758 2.69309985]]","[[[0.23488546 -0.11125161],[-0.11125161  0.31897542]]:[[0.43820243 -0.07885463],[-0.07885463 0.27993773]]:[[0.16659176 -0.1175335],[-0.1175335 0.4184442]]]"
49,"Lauer, Eric",6.968359884,10.47545746,8.52450179,[0.62434667 0.37565333],"[[-0.02906103 2.56695044],[0.86644323 3.34322655]]","[[[0.3114378 0.05263757],[0.05263757 0.30873725]]:[[0.19020508 -0.00480591],[-0.00480591 0.31472203]]]"
102,"Estévez, Carlos",7.000568335,11.27769935,8.547834858,[0.28669725 0.62587146 0.0874313 ],"[[-0.32560506 3.91348593],[-0.31985895 2.52051932],[0.61203474 2.59113934]]","[[[0.307992 -0.02727147],[-0.02727147 0.14865663]]:[[0.27851715 -0.10039996],[-0.10039996 0.45373217]]:[[0.03346166 -0.04755177],[-0.04755177 0.08504151]]]"
117,"Miley, Wade",6.028923938,9.302772114,8.560776643,[0.39132961 0.60867039],"[[0.01254211 2.7431578],[-0.59969598 2.79233566]]","[[[0.21568742 0.11703733],[0.11703733 0.51138511]]:[[0.12606786 0.11587182],[0.11587182 0.41571086]]]"
67,"Hentges, Sam",7.287069966,11.0291102,8.620510777,[0.62775656 0.37224344],"[[0.02055211 1.92010593],[0.162719 3.20660245]]","[[[0.2756083 0.16304162],[0.16304162 0.30971445]]:[[0.27738969 0.16116158],[0.16116158 0.3719233]]]"
60,"Yates, Kirby",6.168757311,9.98773152,8.628830227,[0.58380521 0.41619479],"[[-0.05458407 2.60578588],[0.87934204 2.22168699]]","[[[0.31038678 -0.04292361],[-0.04292361 0.36204216]]:[[0.15341651 -0.05444994],[-0.05444994 0.43222619]]]"
140,"Baumann, Mike",6.835944658,11.18242693,8.675845743,[0.56397659 0.08760928 0.34841414],"[[-0.08552602 3.50276431],[ 0.94785775 2.44177675],[0.14540971 2.39760054]]","[[[0.38968793 -0.00097508],[-0.00097508 0.30138141]]:[[0.11279687 -0.18615337],[-0.18615337 0.37143487]]:[[0.27809392 -0.06548225],[-0.06548225 0.27870908]]]"
33,"Diekman, Jake",6.479718841,11.1653636,8.717116607,[0.06221379 0.38053737 0.55724884],"[[0.42902405 3.53088249],[0.91640389 2.67081416],[-0.31125931 2.49995483]]","[[[0.17134669 -0.06198547],[-0.06198547 0.03314839]]:[[ 0.30772389 0.13190543],[0.13190543 0.39290295]]:[[0.32654405 0.06249229],[0.06249229 0.29405151]]]"
35,"Kershaw, Clayton",7.056680966,11.63922452,8.73794091,[0.27977412 0.29102621 0.42919967],"[[-0.66784122 2.48908175],[0.22580198  3.33123611],[0.35224111 2.04473882]]","[[[0.12922535 0.07107291],[0.07107291 0.50749528]]:[[0.34789821 -0.0568113],[-0.0568113 0.32016046]]:[[0.2655483 -0.0032109],[-0.0032109 0.38726609]]]"
162,"Cortes, Nestor",7.046821026,10.94377751,8.807778076,[0.67325682 0.32674318],"[[0.02623221 3.16505101],[-0.11109179 1.89582672]]","[[[0.30269909 -0.05991179],[-0.05991179 0.43865802]]:[[0.31257411 -0.08674902],[-0.08674902 0.21619909]]]"
