,Pitcher,NinetyFive,Five,Median Control,Pis,Mus,Covariances
156,"Ryan, Joe",5.522030866,9.545793758,6.659923272,"[0.45318082,0.15555764,0.30146166,0.08979989]","[[-0.29683915,2.95232802],[1.01418549,2.39719031],[0.47315495,3.10379637],[-0.20236733,3.97342166]]","[[[0.25906839,-0.08685412],[-0.08685412,0.26760837]],[[0.0803985,0.02180686],[0.02180686,0.17757112]],[[0.13178919,0.06844229],[0.06844229,0.25588384]],[[0.12145567,0.01420984],[0.01420984,0.03658819]]]"
70,"Cole, Gerrit",6.023707545,10.31799681,6.715479033,"[0.51818348,0.19188775,0.17215465,0.11777412]","[[0.42437878,2.27166089],[0.03076807,3.43500164],[0.80820156,1.35003641],[-0.62809504,2.4271862]]","[[[0.23707426,-0.02355001],[-0.02355001,0.1965133]],[[0.31932623,-0.03201975],[-0.03201975,0.06995123]],[[0.19959047,-0.03985725],[-0.03985725,0.0691542]],[[0.08728446,-0.0825025],[-0.0825025,0.50121482]]]"
93,"Nola, Aaron",5.390556245,9.018576217,6.776888436,"[0.19657288,0.59761054,0.20581658]","[[-0.4050046,2.52265628],[0.46257834,2.86233279],[0.74824203,1.99827956]]","[[[0.05681672,0.00829267],[0.00829267,0.38856386]],[[0.17169496,0.01189936],[0.01189936,0.21956108]],[[0.15343039,0.07046174],[0.07046174,0.15505469]]]"
101,"Quintana, Jose",5.546975113,9.606213294,6.785467798,"[0.24732881,0.0913307,0.50998096,0.15135954]","[[-0.81931335,2.72649187],[0.4998331,4.22203821],[0.0317157,3.00961147],[-0.461083,3.76700053]]","[[[0.09642713,0.04313537],[0.04313537,0.16391967]],[[0.11199362,0.03134231],[0.03134231,0.0560352]],[[0.19492951,0.04488313],[0.04488313,0.32749905]],[[0.20549626,0.03587511],[0.03587511,0.17241522]]]"
117,"Anderson, Tyler",5.902645401,10.14206426,6.847694726,"[0.30079803,0.0689566,0.25011948,0.38012589]","[[0.51332441,2.68498131],[0.09273443,4.10647187],[-0.17463268,1.93210358],[-0.41152463,3.04686257]]","[[[0.14326093,-0.02694329],[-0.02694329,0.42255573]],[[0.28807845,-0.00817203],[-0.00817203,0.04263421]],[[0.15333468,0.03903304],[0.03903304,0.10141333]],[[0.15441002,0.04748415],[0.04748415,0.20535364]]]"
128,"Bradish, Kyle",5.648974698,10.40175385,6.887440685,"[0.18097394,0.63767941,0.18134665]","[[-0.34913558,4.00921899],[-0.00734611,2.88283723],[0.30206664,1.70052536]]","[[[0.17181557,0.09028486],[0.09028486,0.14738308]],[[0.24913599,0.05395633],[0.05395633,0.22607108]],[[0.20998243,0.02127316],[0.02127316,0.11825556]]]"
75,"Odorizzi, Jake",5.46344931,9.154013755,6.943777037,"[0.49642334,0.20422664,0.29935002]","[[-0.13983325,2.99042813],[0.84699793,2.7338551],[0.321164,3.77614853]]","[[[0.17562505,-0.12255231],[-0.12255231,0.35294807]],[[0.10541962,-0.12043961],[-0.12043961,0.18164737]],[[0.26642878,-0.06509872],[-0.06509872,0.19847608]]]"
6,"Pivetta, Nick",5.964900977,10.16608647,7.003230644,"[0.12651055,0.37804657,0.43838576,0.05705712]","[[0.86067839,1.84982566],[-0.18601118,3.53586284],[0.32545148,2.6053426],[-0.73478138,2.54551199]]","[[[0.10217359,0.02532792],[0.02532792,0.13967896]],[[0.20643716,0.05421136],[0.05421136,0.22909481]],[[0.196202,0.09424579],[0.09424579,0.25149794]],[[0.02473596,-0.07345149],[-0.07345149,0.2729348]]]"
54,"Urías, Julio",6.18412678,10.67199195,7.005870869,"[0.1385948,0.17875953,0.35131305,0.33133262]","[[0.25585063,1.87330915],[0.42616935,3.89824582],[-0.49691004,2.98506317],[0.45435932,2.77639046]]","[[[0.24985091,0.0127219],[0.0127219,0.0713466]],[[0.3212927,-0.03830474],[-0.03830474,0.1201131]],[[0.17608508,0.11987448],[0.11987448,0.39711814]],[[0.23968061,-0.00561823],[-0.00561823,0.11931551]]]"
44,"Eovaldi, Nathan",5.816581277,9.065916745,7.016973368,"[0.17591351,0.24261733,0.4681796,0.11328956]","[[-0.03119796,2.36607527],[-0.36698339,3.24141096],[0.54847066,2.49052634],[0.80001891,2.71811357]]","[[[0.35300221,0.11605154],[0.11605154,0.23960064]],[[0.08727727,-0.02687887],[-0.02687887,0.15637852]],[[0.15083067,-0.00904331],[-0.00904331,0.21351372]],[[0.15098256,-0.26426079],[-0.26426079,0.49508276]]]"
187,"Mahle, Tyler",5.24039085,9.774668095,7.043192737,"[0.2290578,0.2174878,0.5534544]","[[-0.42623749,3.48158231],[0.82316095,2.17306291],[0.2595772,2.91168302]]","[[[0.15039158,0.01251023],[0.01251023,0.16815817]],[[0.18876757,-0.02572553],[-0.02572553,0.10940553]],[[0.29501486,0.06013319],[0.06013319,0.22925046]]]"
50,"Verlander, Justin",5.640689219,9.521739138,7.0693462,"[0.48209785,0.15521756,0.36268459]","[[0.53645097,3.0087552],[-0.19086583,2.25149564],[-0.21503738,3.50007004]]","[[[0.12791744,-0.0304896],[-0.0304896,0.3200076]],[[0.17648762,-0.0367331],[-0.0367331,0.1079918]],[[0.14780124,0.00699116],[0.00699116,0.29104643]]]"
132,"Wheeler, Zack",4.917506787,8.283974398,7.070146273,"[0.53745696,0.46254304]","[[-0.06993783,2.84643507],[0.75855336,2.624488]]","[[[1.33939511e-01,-4.94562856e-02],[-4.94562856e-02,2.85632047e-01]],[[1.26604272e-01,-2.57665304e-04],[-2.57665304e-04,3.02406575e-01]]]"
25,"Williams, Trevor",5.494770565,9.412234205,7.070433075,"[0.54659167,0.1929543,0.26045403]","[[0.55701118,2.79512802],[0.44362638,1.85186764],[-0.36276159,2.98656685]]","[[[0.14465945,-0.13254536],[-0.13254536,0.37008568]],[[0.22205606,-0.08339498],[-0.08339498,0.0922082]],[[0.10852504,0.00530392],[0.00530392,0.30332446]]]"
105,"Severino, Luis",5.290173744,9.298573414,7.079514237,"[0.57039463,0.36482796,0.06477741]","[[0.65589095,2.45127772],[-0.25472999,3.0934144],[0.39757091,1.5155367]]","[[[0.18112391,-0.01659703],[-0.01659703,0.2241107]],[[0.15992402,0.071033],[0.071033,0.28141306]],[[0.22185953,-0.05133065],[-0.05133065,0.01446853]]]"
56,"Irvin, Cole",5.966906729,9.975957101,7.10621603,"[0.26782471,0.24817549,0.01910507,0.07996342,0.38493131]","[[-5.61397888e-01,3.04764318e+00],[2.68373855e-01,3.59669871e+00],[-1.29306963e+00,1.85788036e+00],[8.48619477e-01,3.31978045e+00],[-2.52410130e-03,2.45568975e+00]]","[[[1.89190834e-01,-1.50785250e-02],[-1.50785250e-02,2.02793036e-01]],[[2.82275572e-01,-3.50378074e-02],[-3.50378074e-02,1.26843909e-01]],[[2.82959383e-02,-9.50898324e-05],[-9.50898324e-05,1.26269366e-02]],[[7.39258902e-02,1.10912110e-01],[1.10912110e-01,2.05919288e-01]],[[3.31251284e-01,1.09769662e-02],[1.09769662e-02,1.71809026e-01]]]"
108,"Thielbar, Caleb",5.448564356,9.179120063,7.11902817,"[0.34499885,0.26658367,0.38841748]","[[0.31068142,3.49784353],[-0.47963224,3.2748426],[0.12870805,2.54833404]]","[[[0.16525978,0.09764324],[0.09764324,0.31055947]],[[0.09207317,0.03645996],[0.03645996,0.35147803]],[[0.20329163,0.03933173],[0.03933173,0.21834291]]]"
177,"Rogers, Trevor",6.014275149,8.853882969,7.14143665,"[0.24074697,0.19158437,0.32552005,0.24214862]","[[-0.45230054,1.89991475],[0.63598065,3.31983004],[-0.37680434,3.09795915],[0.11722204,2.4319153]]","[[[0.20772697,0.00275336],[0.00275336,0.16313786]],[[0.17335041,0.02042614],[0.02042614,0.17277324]],[[0.21076037,0.08471829],[0.08471829,0.24866692]],[[0.16956112,0.01519399],[0.01519399,0.25015016]]]"
120,"Snell, Blake",6.179287515,8.491351745,7.179507104,"[0.14197674,0.52716646,0.2231574,0.1076994]","[[0.22107676,1.73641138],[0.60655044,2.77409273],[-0.40610135,3.06838986],[0.38632921,3.97878721]]","[[[0.3687795,0.00910321],[0.00910321,0.09346345]],[[0.20092683,0.05099536],[0.05099536,0.24429822]],[[0.13400902,0.06484076],[0.06484076,0.28649657]],[[0.36093714,-0.0347182],[-0.0347182,0.06641302]]]"
180,"Montas, Frankie",5.675600595,9.964634593,7.181949064,"[0.22472727,0.44707951,0.32819322]","[[-0.33817424,3.13541482],[0.4766741,1.97765248],[0.67202627,2.97564643]]","[[[0.14752348,-0.01077058],[-0.01077058,0.11439225]],[[0.34044264,-0.09463505],[-0.09463505,0.1629689]],[[0.20462602,0.00404432],[0.00404432,0.31689557]]]"
148,"Scherzer, Max",5.795119416,9.682241189,7.198944632,"[0.12484906,0.63410316,0.24104778]","[[0.37211014,3.32365819],[0.53621112,2.34769796],[-0.71961633,2.41823582]]","[[[0.29214927,-0.08831025],[-0.08831025,0.04481407]],[[0.25776013,-0.06719814],[-0.06719814,0.23304844]],[[0.13951595,-0.05953643],[-0.05953643,0.32998175]]]"
137,"Javier, Cristian",5.748730517,9.623980121,7.205269449,"[0.398971,0.29389746,0.30713155]","[[0.5966219,2.89951918],[-0.13623882,3.68469647],[-0.33406621,2.65682877]]","[[[0.12296642,-0.04178921],[-0.04178921,0.36600212]],[[0.22717172,-0.11677383],[-0.11677383,0.20903795]],[[0.19565808,-0.15367771],[-0.15367771,0.33154688]]]"
49,"Lynch IV, Daniel",6.269457828,10.80168055,7.20590687,"[0.21138716,0.2413813,0.29135107,0.25588047]","[[0.18841231,3.93647582],[-0.70921643,2.26891125],[0.33873867,2.56950779],[0.03345777,3.13225082]]","[[[0.360795,0.03924453],[0.03924453,0.11775329]],[[0.17852618,-0.05079526],[-0.05079526,0.21645829]],[[0.22803238,-0.02452668],[-0.02452668,0.32236507]],[[0.36456084,0.00936436],[0.00936436,0.04918299]]]"
61,"Manaea, Sean",6.405652099,10.24116554,7.248965417,"[0.38046868,0.13218296,0.28617441,0.20117395]","[[0.75861275,3.32499024],[-0.13726362,2.03125814],[0.44419616,2.46871921],[-0.43124079,3.15751697]]","[[[0.2077228,0.04636328],[0.04636328,0.2198782]],[[0.22288537,-0.00347766],[-0.00347766,0.10010164]],[[0.27223534,-0.06938185],[-0.06938185,0.21544612]],[[0.13251638,0.0742921],[0.0742921,0.43999131]]]"
141,"Freeland, Kyle",5.413804269,9.157423396,7.249848712,"[0.48899068,0.51100932]","[[-0.54944539,2.39953932],[-0.28149421,3.42397542]]","[[[0.23600261,0.03829376],[0.03829376,0.19714247]],[[0.25606074,0.02779443],[0.02779443,0.21192308]]]"
84,"Hill, Rich",5.970070938,9.790663257,7.268662924,"[0.28608225,0.27228875,0.441629]","[[-0.18846775,3.77947907],[-0.57207074,2.78463448],[0.30261847,2.68140974]]","[[[0.37007604,0.0890544],[0.0890544,0.12569303]],[[0.24845957,0.11691361],[0.11691361,0.17750749]],[[0.21785509,0.1421895],[0.1421895,0.32038054]]]"
191,"Steele, Justin",5.866711954,10.62202308,7.284775412,"[0.06337027,0.4635574,0.23429431,0.23877802]","[[0.55924081,4.19724565],[-0.10742012,3.06739142],[-0.47416942,1.96182508],[0.71914892,2.80942299]]","[[[0.23159803,0.00367899],[0.00367899,0.02373657]],[[0.25418803,0.06260186],[0.06260186,0.22478151]],[[0.18011672,0.01838824],[0.01838824,0.19179355]],[[0.11517339,0.07046534],[0.07046534,0.47224124]]]"
45,"Springs, Jeffrey",6.071060263,10.46875706,7.288693737,"[0.41790016,0.29561432,0.28648552]","[[0.56166869,2.87785267],[0.3359772,4.03067115],[-0.33126692,2.57337472]]","[[[0.14272221,-0.0329661],[-0.0329661,0.23040383]],[[0.33188557,0.06763182],[0.06763182,0.18870981]],[[0.12480016,-0.01759427],[-0.01759427,0.3682135]]]"
136,"Bubic, Kris",6.018912432,10.54326233,7.289043455,"[0.4165893,0.20076518,0.26792078,0.11472475]","[[-0.51339184,2.37453428],[-0.16597125,3.49300397],[0.28875212,2.39477641],[0.51099967,3.7644149]]","[[[0.14538752,0.02155126],[0.02155126,0.34168672]],[[0.23732989,-0.05870959],[-0.05870959,0.18275736]],[[0.19820409,0.11237008],[0.11237008,0.34532859]],[[0.13073279,0.02051649],[0.02051649,0.14546245]]]"
89,"Greinke, Zack",6.098460206,9.617842153,7.292943783,"[0.25705523,0.47972635,0.26321842]","[[0.95882456,2.02130424],[-0.09947613,2.18251264],[0.15853301,2.96396326]]","[[[0.11233549,0.01863379],[0.01863379,0.22593624]],[[0.33427189,0.01250159],[0.01250159,0.16076075]],[[0.44832739,-0.11314605],[-0.11314605,0.15901404]]]"
99,"Mikolas, Miles",5.574581513,9.60687401,7.300603316,"[0.29086151,0.35559755,0.35354095]","[[0.5392315,2.05940823],[-0.36523781,2.90511292],[0.52617283,2.75567143]]","[[[0.12129065,-0.07626777],[-0.07626777,0.18397807]],[[0.1065648,0.03774155],[0.03774155,0.42077251]],[[0.17374125,-0.02994913],[-0.02994913,0.29323952]]]"
112,"Woodruff, Brandon",5.676866458,9.242965806,7.331638034,"[0.6126855,0.19654809,0.19076641]","[[0.23184366,2.7024819],[0.93058397,2.09211677],[-0.55579631,2.82340323]]","[[[0.14148225,0.09385711],[0.09385711,0.40194415]],[[0.06677587,0.05473315],[0.05473315,0.2960937]],[[0.04165743,0.06397898],[0.06397898,0.31150242]]]"
133,"Suarez, José",5.879914765,9.889287997,7.345635407,"[0.25406594,0.15309685,0.59283721]","[[0.71071578,3.03808727],[-0.11396363,3.52566541],[-0.35758917,2.44513483]]","[[[0.11786349,0.03839983],[0.03839983,0.35765951]],[[0.27858458,-0.09861442],[-0.09861442,0.1098946]],[[0.22585106,0.02806538],[0.02806538,0.29108788]]]"
169,"Bickford, Phil",6.024465162,10.07333733,7.35373673,"[0.30010828,0.37414887,0.32574284]","[[0.79239149,2.21017281],[0.51387158,3.2223729],[-0.04972975,2.41227659]]","[[[0.18086821,-0.08664179],[-0.08664179,0.12915059]],[[0.25972935,-0.1142506],[-0.1142506,0.21473718]],[[0.1758087,-0.14329129],[-0.14329129,0.40476379]]]"
153,"Detmers, Reid",5.840991291,10.54470376,7.370074276,"[0.11940034,0.25015572,0.47566086,0.15478308]","[[0.67102831,4.10077647],[-0.54004991,3.20012099],[0.40705439,3.2069806],[-0.27392845,2.12127969]]","[[[0.22777053,-0.00170422],[-0.00170422,0.07123943]],[[0.18969711,0.02459874],[0.02459874,0.39478017]],[[0.24015278,-0.0185624],[-0.0185624,0.30397906]],[[0.32451377,0.05247384],[0.05247384,0.093729]]]"
104,"Kirby, George",5.480755893,8.332630069,7.380943707,"[0.76969489,0.23030511]","[[0.14547052,3.23167298],[0.51197839,2.52639869]]","[[[0.28457425,0.00326177],[0.00326177,0.2444782]],[[0.11417905,-0.00201117],[-0.00201117,0.0695771]]]"
64,"Vest, Will",5.289164975,9.461513353,7.384886338,"[0.39592233,0.60407767]","[[-0.5758386,3.22837028],[0.18665741,2.47483891]]","[[[0.20300676,0.06658351],[0.06658351,0.24955494]],[[0.24691817,-0.0401741],[-0.0401741,0.23030453]]]"
76,"Kennedy, Ian",5.411986196,9.273930984,7.422855833,"[0.55452967,0.44547033]","[[0.71370192,2.35482279],[0.38683062,3.28123639]]","[[[0.22497308,-0.0426698],[-0.0426698,0.21566649]],[[0.24105141,-0.00637361],[-0.00637361,0.19617246]]]"
10,"Hughes, Brandon",6.01660976,9.085159037,7.424205304,"[0.57502032,0.42497968]","[[-0.68354748,2.67500915],[0.02967793,3.19698491]]","[[[0.23022283,0.03097058],[0.03097058,0.23098626]],[[0.22246791,-0.10923201],[-0.10923201,0.28728641]]]"
77,"Lauer, Eric",6.396072922,10.85018807,7.424913683,"[0.29065021,0.26444892,0.26586428,0.17903658]","[[-0.23568641,2.20264522],[-0.41870756,3.21749637],[0.67342792,3.48364274],[0.45839822,2.47671405]]","[[[0.24650354,0.11528517],[0.11528517,0.23095449]],[[0.1872022,0.07514213],[0.07514213,0.30602061]],[[0.18604692,-0.01714283],[-0.01714283,0.25645819]],[[0.25570424,-0.07242897],[-0.07242897,0.23853813]]]"
80,"Walker, Taijuan",5.675772935,9.679858667,7.431599141,"[0.40607173,0.54707879,0.04684948]","[[0.01143123,3.55775648],[0.41182679,2.50796546],[1.05932538,3.53152252]]","[[[0.19434319,0.01773127],[0.01773127,0.22962476]],[[0.22160404,-0.03281079],[-0.03281079,0.24602862]],[[0.05136754,-0.06942437],[-0.06942437,0.11523934]]]"
74,"Garrett, Braxton",5.384153484,9.737153526,7.466990781,"[0.70219873,0.11279204,0.1140574,0.07095183]","[[-0.10360619,3.25381842],[-0.99454301,2.01730504],[-0.74272811,2.81052532],[-0.01020399,1.87000214]]","[[[0.21101601,0.09055875],[0.09055875,0.39831542]],[[0.04540611,-0.02972774],[-0.02972774,0.0612286]],[[0.11297536,-0.05341675],[-0.05341675,0.03786263]],[[0.05304181,0.03540863],[0.03540863,0.05432015]]]"
122,"Kaprielian, James",6.060952724,10.55656848,7.482745676,"[0.08213401,0.47739178,0.4404742]","[[-1.12345969,3.096877],[-0.04337564,2.99781823],[0.95785094,2.44834877]]","[[[0.02644736,0.01058146],[0.01058146,0.34553059]],[[0.17610057,0.01332035],[0.01332035,0.32659126]],[[0.1793763,0.03433888],[0.03433888,0.26845329]]]"
163,"Gilbert, Logan",6.213458188,9.861160525,7.484949412,"[0.3714028,0.2199298,0.4086674]","[[0.51616067,2.54937238],[-0.11782248,3.70445772],[-0.44702282,2.66998407]]","[[[0.18936743,-0.09312941],[-0.09312941,0.34762551]],[[0.47433591,-0.06576935],[-0.06576935,0.14250748]],[[0.24003101,-0.00521045],[-0.00521045,0.22746196]]]"
52,"Heaney, Andrew",5.813108063,10.22608476,7.496095123,"[0.34351975,0.46777498,0.18870526]","[[0.30583528,2.37654445],[0.13909814,3.46430572],[-0.89470854,2.79673629]]","[[[0.27543986,0.06618646],[0.06618646,0.25311512]],[[0.2544647,0.05427137],[0.05427137,0.19125325]],[[0.05813743,0.03245106],[0.03245106,0.37383724]]]"
72,"Giolito, Lucas",6.16183016,11.33797167,7.556949577,"[0.15011071,0.14041896,0.25343352,0.45603681]","[[0.1598524,1.54097741],[-0.08097394,4.14219171],[0.56448769,3.01976386],[-0.17093063,2.76581588]]","[[[0.32028936,-0.01795571],[-0.01795571,0.18425512]],[[0.3035871,0.01944712],[0.01944712,0.14147195]],[[0.09251667,-0.10867826],[-0.10867826,0.42029706]],[[0.21461808,-0.1732307],[-0.1732307,0.35910233]]]"
107,"Cueto, Johnny",5.511540547,9.482058649,7.561483845,"[0.52123263,0.47876737]","[[0.20500096,3.61550565],[0.04077515,2.58272019]]","[[[0.28112341,-0.0635225],[-0.0635225,0.19494366]],[[0.29354139,0.026446],[0.026446,0.15138617]]]"
144,"Montgomery, Jordan",5.893278093,9.17199495,7.567897265,"[0.4479216,0.5520784]","[[-0.07068219,3.62450041],[-0.43888264,2.7759102]]","[[[0.27146681,-0.00904184],[-0.00904184,0.20902919]],[[0.23555031,0.04510934],[0.04510934,0.26199545]]]"
130,"López, Pablo",5.538645187,9.076130003,7.592129977,"[0.22762351,0.13892931,0.63344718]","[[0.42397512,2.73740721],[-0.81319179,2.85774495],[0.2459084,2.33794601]]","[[[0.28370877,-0.28654586],[-0.28654586,0.43501451]],[[0.02894709,0.03796012],[0.03796012,0.21964384]],[[0.21912457,-0.00339373],[-0.00339373,0.24305489]]]"
30,"Brebbia, John",5.952532505,10.05428982,7.608646026,"[0.60872643,0.17174134,0.07423832,0.1452939]","[[0.37863001,2.72422649],[-0.38059584,3.67599772],[1.46586501,3.62117277],[-0.52100423,3.15529081]]","[[[0.18600784,-0.03170118],[-0.03170118,0.38285018]],[[0.17868813,-0.09487389],[-0.09487389,0.14691871]],[[0.00473528,0.00183024],[0.00183024,0.07626396]],[[0.08965032,0.0966404],[0.0966404,0.17540243]]]"
18,"Falter, Bailey",5.188902047,9.425070445,7.614478285,"[0.70316373,0.17256194,0.12427433]","[[-0.44733854,2.87890634],[0.29535446,2.914767],[0.37997926,3.90818141]]","[[[0.12561219,0.04584505],[0.04584505,0.52006108]],[[0.07678515,-0.0957771],[-0.0957771,0.17471321]],[[0.05769017,-0.01399089],[-0.01399089,0.16433488]]]"
115,"Garcia, Luis",6.179625359,9.863808318,7.626717183,"[0.41724502,0.58275498]","[[-0.08969776,3.13966174],[0.47482912,2.07443758]]","[[[0.23342747,0.00232345],[0.00232345,0.23150181]],[[0.27425153,0.01528534],[0.01528534,0.2624505]]]"
175,"Strider, Spencer",6.207779952,10.47166971,7.650190624,"[0.22037627,0.37927868,0.40034506]","[[-0.039185,3.71254324],[-0.26677314,2.75515407],[0.66687427,2.38260214]]","[[[0.32372276,-0.09466182],[-0.09466182,0.12825056]],[[0.1679268,-0.02108267],[-0.02108267,0.28920143]],[[0.18829661,-0.03171509],[-0.03171509,0.37385414]]]"
138,"McClanahan, Shane",6.198092233,10.71229011,7.660001883,"[0.26795142,0.3901044,0.34194418]","[[0.32543023,3.52295193],[0.34386482,2.16604201],[-0.47020256,2.37563199]]","[[[0.28849906,0.01033195],[0.01033195,0.17492073]],[[0.18817788,0.07127044],[0.07127044,0.33033203]],[[0.1436367,0.08500444],[0.08500444,0.39193424]]]"
109,"Luzardo, Jesús",6.166432123,10.29507279,7.662803389,"[0.34725404,0.41197031,0.24077566]","[[-0.88647933,2.12196353],[-0.21957377,2.51154728],[-0.22681237,3.5041554]]","[[[0.12570611,0.01689297],[0.01689297,0.37760056]],[[0.24505958,-0.0309595],[-0.0309595,0.44398843]],[[0.25573335,0.01449475],[0.01449475,0.12860161]]]"
159,"Manoah, Alek",5.330971204,9.670724512,7.665457036,"[0.27449904,0.72550096]","[[-0.40704654,3.46016674],[0.04908679,2.40685692]]","[[[0.29684762,0.00327361],[0.00327361,0.13270447]],[[0.2590364,-0.02775878],[-0.02775878,0.24595094]]]"
88,"Morgan, Eli",5.472610851,9.728180672,7.675122736,"[0.57973865,0.42026135]","[[0.31840531,3.56959721],[0.65189241,2.45196438]]","[[[0.2947093,0.03657728],[0.03657728,0.29612866]],[[0.34125841,0.03288568],[0.03288568,0.17650368]]]"
62,"Rodriguez, Eduardo",5.867407756,10.3282548,7.676066446,"[0.46470264,0.11802973,0.41726763]","[[0.43587623,2.50946611],[0.15813458,3.78006634],[-0.61901558,2.49148144]]","[[[0.25032019,0.10923002],[0.10923002,0.42673114]],[[0.14300967,-0.02568065],[-0.02568065,0.02918026]],[[0.18028441,-0.00290715],[-0.00290715,0.22542637]]]"
178,"Beeks, Jalen",5.814546009,9.466027462,7.677190922,"[0.23235806,0.76764194]","[[-0.64598709,2.18676274],[-0.01080795,3.27474893]]","[[[0.10723989,-0.05411018],[-0.05411018,0.16527848]],[[0.22823026,-0.0227954],[-0.0227954,0.37337714]]]"
32,"Alexander, Tyler",5.811122603,9.591781344,7.704603035,"[0.5981146,0.4018854]","[[-0.32511389,2.57691932],[0.10616041,3.57590111]]","[[[0.32478581,-0.05080102],[-0.05080102,0.19218633]],[[0.32921485,-0.10586744],[-0.10586744,0.18001011]]]"
