,Pitcher,NinetyFive,Five,Median Control,Pis,Mus,Covariances
2,"Akin, Keegan",5.72310937,9.236275791,7.716123101,"[0.4884157,0.5115843]","[[-0.31122489,2.56342486],[0.55210765,2.88972323]]","[[[0.13854358,-0.00440117],[-0.00440117,0.33919962]],[[0.16060116,-0.01597523],[-0.01597523,0.31119063]]]"
149,"Cortes, Nestor",6.311677561,9.51790233,7.725706511,"[0.19835099,0.14098667,0.13157956,0.52908278]","[[-0.42655469,2.22539989],[-0.13481039,3.89436769],[-0.79323041,3.07960044],[0.37650085,2.65526193]]","[[[0.11214413,0.00741629],[0.00741629,0.24059665]],[[0.23464758,0.0816272],[0.0816272,0.11284962]],[[0.047636,-0.00380114],[-0.00380114,0.47382789]],[[0.1909552,-0.04185036],[-0.04185036,0.39867128]]]"
41,"Boxberger, Brad",5.843121479,10.37390528,7.727263298,"[0.12521799,0.41554229,0.45923972]","[[-0.474307,3.34070024],[-0.2010439,1.96907396],[0.54249363,2.52151448]]","[[[0.27942488,0.07544554],[0.07544554,0.0735198]],[[0.40222677,-0.20189012],[-0.20189012,0.24311714]],[[0.20433547,-0.05431062],[-0.05431062,0.21742718]]]"
73,"Minter, A.J.",6.040261878,9.152694944,7.786085603,"[0.09263365,0.81817887,0.08918748]","[[0.20227341,1.70442039],[0.65960497,2.67661872],[-0.5999997,2.97027293]]","[[[0.45046359,-0.05225598],[-0.05225598,0.02316395]],[[0.27607258,0.02319371],[0.02319371,0.24791848]],[[0.01995806,-0.0081945],[-0.0081945,0.28837442]]]"
20,"Kimbrel, Craig",5.666772266,9.502670274,7.790216857,"[0.60582242,0.39417758]","[[0.58997325,2.2672667],[0.02123881,3.10492566]]","[[[0.31113895,-0.01260195],[-0.01260195,0.24545882]],[[0.30264252,-0.012721],[-0.012721,0.1985048]]]"
1,"White, Mitch",6.231757741,10.23965301,7.796365109,"[0.23469995,0.6386822,0.12661785]","[[-0.36184726,3.41439382],[0.36026072,2.25308344],[0.63373048,3.46087921]]","[[[0.14740099,0.07845645],[0.07845645,0.22714826]],[[0.30654421,-0.0039201],[-0.0039201,0.29769886]],[[0.18295154,-0.00905312],[-0.00905312,0.25330855]]]"
22,"Gomber, Austin",6.259283554,11.18829185,7.8059869,"[0.13718099,0.39707152,0.30941869,0.1563288]","[[-0.16458073,1.60983358],[-0.44359692,2.58588892],[0.53883016,2.8358489],[-0.65083511,3.66078394]]","[[[0.47940701,0.07161171],[0.07161171,0.08312393]],[[0.16383501,0.09950764],[0.09950764,0.3315554]],[[0.12852649,0.04439557],[0.04439557,0.616656]],[[0.16691127,0.10236829],[0.10236829,0.20173123]]]"
184,"McGee, Jake",6.198145716,10.49526645,7.814357657,"[0.2812055,0.54740095,0.17139355]","[[0.14766426,1.9051318],[0.24354736,3.08182347],[-0.55440648,2.0878395]]","[[[0.27926333,0.06760267],[0.06760267,0.12268593]],[[0.3513718,0.08225281],[0.08225281,0.30092891]],[[0.16999047,0.08947031],[0.08947031,0.11720352]]]"
33,"Moore, Matt",5.752928065,9.527915235,7.836922761,"[0.41175026,0.58824974]","[[-0.90293534,2.72154491],[0.03940044,3.09188761]]","[[[0.1500444,-0.01992038],[-0.01992038,0.3580966]],[[0.19895472,0.0063226],[0.0063226,0.35018881]]]"
95,"Gonsolin, Tony",6.224563448,10.02582917,7.853958723,"[0.48054124,0.12431055,0.39514821]","[[0.60546887,2.65192124],[-0.31472206,3.82860184],[-0.12698946,2.58934463]]","[[[0.16381956,-0.13316781],[-0.13316781,0.57531499]],[[0.16646794,-0.07654159],[-0.07654159,0.09708565]],[[0.15246744,-0.01838929],[-0.01838929,0.22728128]]]"
78,"Gallen, Zac",6.390568367,11.03651776,7.857095628,"[0.31340412,0.40657771,0.28001817]","[[0.57687987,2.89310292],[-0.65549623,2.72209494],[0.53543298,1.93514721]]","[[[1.96466410e-01,4.59619475e-03],[4.59619475e-03,1.74091440e-01]],[[2.38891320e-01,1.00560038e-04],[1.00560038e-04,4.22131370e-01]],[[3.64661400e-01,-1.58607769e-02],[-1.58607769e-02,1.82530401e-01]]]"
85,"Kremer, Dean",5.87101758,9.900719847,7.866273547,"[0.64026044,0.35973956]","[[0.01357771,3.00089549],[0.46335992,1.94155531]]","[[[0.33230996,-0.03880999],[-0.03880999,0.22466239]],[[0.29386584,-0.00470341],[-0.00470341,0.1407666]]]"
21,"Kershaw, Clayton",6.227131051,10.94331342,7.86800165,"[0.47809271,0.22105524,0.30085205]","[[0.65944459,2.39889531],[-0.36276266,3.26336001],[-0.41082422,2.10516231]]","[[[0.19763345,0.02920702],[0.02920702,0.50323104]],[[0.13353898,0.0507645],[0.0507645,0.14458423]],[[0.13490729,0.09508423],[0.09508423,0.3156087]]]"
174,"Wells, Tyler",6.060874072,10.06598286,7.868717929,"[0.61108997,0.08643992,0.06388704,0.23858307]","[[0.04646586,3.32953653],[-0.50392391,3.4316343],[-1.22208164,3.77887744],[-0.0674559,2.11851169]]","[[[0.26108096,-0.01916463],[-0.01916463,0.33451032]],[[0.19803467,-0.21893764],[-0.21893764,0.24295293]],[[0.00296063,0.01156202],[0.01156202,0.30879127]],[[0.31068632,-0.04347589],[-0.04347589,0.10452273]]]"
145,"Phelps, David",5.659449655,9.596419953,7.870157418,"[0.50788862,0.49211138]","[[0.92178775,2.53414882],[0.29912427,3.20192802]]","[[[0.17372066,-0.04777574],[-0.04777574,0.23276634]],[[0.2480803,0.08500165],[0.08500165,0.36465182]]]"
14,"Hernández, Carlos",6.062869414,11.307634,7.912666877,"[0.62918359,0.17013046,0.1467227,0.05396324]","[[0.19684932,3.0742962],[0.79510099,1.99032881],[-0.46078153,4.19144946],[-1.06160003,2.92419836]]","[[[0.36296171,-0.0277835],[-0.0277835,0.20539899]],[[0.21625982,0.0392541],[0.0392541,0.08457387]],[[0.3025618,0.01619434],[0.01619434,0.02539417]],[[0.01166471,0.07120574],[0.07120574,0.44874968]]]"
110,"Suter, Brent",5.958597691,9.812850051,7.913196677,"[0.75406745,0.24593255]","[[-0.11416272,3.30912649],[-0.01554285,2.04670535]]","[[[0.22985907,0.03817833],[0.03817833,0.28246757]],[[0.31075885,0.07088819],[0.07088819,0.14481946]]]"
91,"Greene, Hunter",5.989047875,10.58747503,7.914877246,"[0.33266007,0.37237045,0.29496948]","[[-0.55275577,3.44101017],[-0.19884635,2.41270146],[0.66637277,2.54993112]]","[[[0.27548858,0.04039556],[0.04039556,0.2345725]],[[0.21849755,-0.10908151],[-0.10908151,0.35392766]],[[0.11220617,-0.03984812],[-0.03984812,0.38033703]]]"
47,"Thompson, Keegan",6.041675308,10.17240633,7.939296798,"[0.30406458,0.35541607,0.34051936]","[[0.2255131,2.59918517],[0.78436341,2.04413069],[-0.14375076,3.06609657]]","[[[0.27074615,0.11568023],[0.11568023,0.2527624]],[[0.195792,-0.02751119],[-0.02751119,0.24158542]],[[0.25963409,-0.0148741],[-0.0148741,0.3045427]]]"
69,"Hearn, Taylor",6.093052305,10.61939169,7.958559373,"[0.24115116,0.30408124,0.45476761]","[[0.05941394,3.74576008],[-0.63733392,2.4045551],[0.15364965,2.75341584]]","[[[0.35209772,0.08907554],[0.08907554,0.14989385]],[[0.19614113,-0.01267807],[-0.01267807,0.20759687]],[[0.32895831,0.04082738],[0.04082738,0.26018319]]]"
65,"Burke, Brock",6.028308389,10.55147359,7.960875167,"[0.38981174,0.49880336,0.1113849]","[[-0.40300307,2.13477773],[0.05998845,3.17393233],[-1.11758339,2.95814366]]","[[[2.83163694e-01,2.56198730e-02],[2.56198730e-02,2.04041481e-01]],[[3.29167506e-01,4.75339086e-02],[4.75339086e-02,2.94648024e-01]],[[5.55784346e-02,1.78471748e-04],[1.78471748e-04,2.24868499e-01]]]"
116,"Márquez, Germán",6.206401313,10.62800008,7.970152688,"[0.65053457,0.13699614,0.21246929]","[[0.52250075,2.17629057],[-0.58480168,3.41799079],[0.30570258,3.03169508]]","[[[0.35408094,0.00328166],[0.00328166,0.27679844]],[[0.07408195,0.05852723],[0.05852723,0.18031988]],[[0.30969748,0.25032278],[0.25032278,0.30759206]]]"
26,"Givens, Mychal",5.680949814,9.969406608,7.971725885,"[0.62668375,0.27530127,0.09801498]","[[-0.14116802,2.79382136],[0.64467989,2.08382048],[1.11799505,2.75606219]]","[[[0.38985005,-0.05156447],[-0.05156447,0.29689403]],[[0.31381867,-0.02086179],[-0.02086179,0.0962923]],[[0.10654758,0.02201851],[0.02201851,0.2909324]]]"
135,"Lodolo, Nick",6.042987099,10.5666314,7.975264301,"[0.3329419,0.17929488,0.48776323]","[[-0.07901683,3.57989915],[0.39104917,2.21181479],[-0.52298621,2.66891866]]","[[[0.38047442,0.06603744],[0.06603744,0.24380356]],[[0.15621296,0.05392724],[0.05392724,0.10372391]],[[0.31429459,0.1346403],[0.1346403,0.25976639]]]"
142,"Cease, Dylan",6.4704289,10.76549498,7.985435749,"[0.27019966,0.26128344,0.4685169]","[[0.21851172,3.66876017],[-0.25600827,2.86612181],[0.63651007,2.49857282]]","[[[0.22314463,0.03631834],[0.03631834,0.23878918]],[[0.1208761,0.04313092],[0.04313092,0.43830319]],[[0.1523768,0.10136162],[0.10136162,0.4524303]]]"
176,"Pilkington, Konnor",6.106268804,11.01728432,7.993101564,"[0.13100853,0.04238564,0.5990272,0.22757863]","[[-0.07107181,1.70536607],[0.93106322,4.00156678],[-0.27807307,3.01177929],[0.66786615,2.50202422]]","[[[0.30516401,-0.00846209],[-0.00846209,0.08639288]],[[0.0565236,-0.05853863],[-0.05853863,0.08961441]],[[0.30942693,0.0714055],[0.0714055,0.39661733]],[[0.08837483,0.04100231],[0.04100231,0.25179374]]]"
146,"Stripling, Ross",6.453757509,10.07259517,7.99413787,"[0.34036897,0.65963103]","[[0.24846437,2.11311188],[0.14970916,3.28798115]]","[[[0.3409324,-0.05873299],[-0.05873299,0.15579648]],[[0.24671182,-0.02998423],[-0.02998423,0.28488685]]]"
31,"Gonzales, Marco",6.536971079,8.855806481,8.000319656,"[0.31599259,0.25982583,0.42418157]","[[-0.76469011,3.3491832],[0.69870342,2.24267993],[-0.12209698,3.21970737]]","[[[0.11289886,0.11293393],[0.11293393,0.39160189]],[[0.19156421,0.08153839],[0.08153839,0.22444198]],[[0.2510118,0.14217782],[0.14217782,0.40392041]]]"
96,"Quijada, José",5.846574433,10.12104972,8.020393273,"[0.13333658,0.07660736,0.39673849,0.39331757]","[[-0.84013846,2.33567487],[-0.0873573,3.23736857],[-0.13308684,3.63849347],[0.19258816,2.83926328]]","[[[0.18439266,0.05694817],[0.05694817,0.05058218]],[[0.00216946,0.04049726],[0.04049726,0.88993737]],[[0.30432342,0.13855498],[0.13855498,0.27543073]],[[0.32031665,0.03692671],[0.03692671,0.27236693]]]"
90,"McKenzie, Triston",6.385331485,10.5195152,8.063579183,"[0.47152782,0.18820814,0.34026405]","[[0.17022717,2.25117195],[-0.46284757,3.18991528],[0.29411215,3.43596949]]","[[[0.22750713,-0.0379867],[-0.0379867,0.36485879]],[[0.07449075,-0.09778585],[-0.09778585,0.59460882]],[[0.17591972,-0.03302273],[-0.03302273,0.32760393]]]"
119,"Lynn, Lance",5.721227303,9.862407507,8.080742125,"[0.39403081,0.60596919]","[[-0.09780394,3.45832815],[0.39589286,2.51902419]]","[[[3.43525357e-01,2.40372851e-04],[2.40372851e-04,2.68329030e-01]],[[2.70466584e-01,-2.84509205e-02],[-2.84509205e-02,2.13712344e-01]]]"
12,"Wick, Rowan",5.53465858,10.02898056,8.112695627,"[0.27107627,0.72892373]","[[0.33075884,1.9913123],[-0.05901208,3.15140361]]","[[[0.24566714,0.0764691],[0.0764691,0.20044586]],[[0.22946422,0.01992159],[0.01992159,0.29389595]]]"
82,"Smith, Drew",6.886075317,10.05476669,8.127225493,"[0.60966572,0.39033428]","[[0.42427021,3.44781983],[0.23571831,2.47815925]]","[[[0.36224814,-0.10140166],[-0.10140166,0.1945942]],[[0.26106985,-0.05603407],[-0.05603407,0.24305692]]]"
183,"Logue, Zach",6.648946256,11.43673608,8.149859757,"[0.28550159,0.31843311,0.39606529]","[[-0.53909306,2.63907512],[0.74107299,2.46876535],[0.27447852,3.56335099]]","[[[0.15614578,-0.02351591],[-0.02351591,0.28753287]],[[0.31580592,0.08783364],[0.08783364,0.18655178]],[[0.47989227,-0.04353999],[-0.04353999,0.23581944]]]"
27,"Waldichuk, Ken",6.583420104,9.467436049,8.166534306,"[0.57496289,0.42503711]","[[-0.03798896,3.37219651],[0.06589929,2.55238099]]","[[[0.2630345,0.05152203],[0.05152203,0.28192815]],[[0.32089355,0.06046414],[0.06046414,0.19604663]]]"
83,"Carrasco, Carlos",6.196028934,9.994499644,8.191155551,"[0.60839768,0.39160232]","[[0.68547317,2.29734778],[0.18888777,3.22576324]]","[[[0.34101126,-0.01670627],[-0.01670627,0.24075064]],[[0.4012983,-0.00524654],[-0.00524654,0.17547709]]]"
9,"Watkins, Spenser",6.339962429,10.96030031,8.191941221,"[0.18837981,0.50346784,0.30815235]","[[0.32820829,1.99770795],[-0.6055267,3.136912],[0.49300499,2.81224577]]","[[[0.08336388,-0.05172095],[-0.05172095,0.19626785]],[[0.15315528,-0.02608722],[-0.02608722,0.47867695]],[[0.12102031,0.02397196],[0.02397196,0.426602]]]"
179,"Minor, Mike",6.98290015,11.43654496,8.20236125,"[0.32986972,0.15440464,0.51572563]","[[0.51549246,2.42663384],[-1.07551946,2.90215557],[-0.12405852,3.43133187]]","[[[0.26504273,0.108207],[0.108207,0.22714078]],[[0.04595844,0.05893229],[0.05893229,0.50169048]],[[0.31841682,0.13420298],[0.13420298,0.33692897]]]"
150,"Voth, Austin",6.395665455,10.39291392,8.207161574,"[0.4228674,0.5771326]","[[0.3736147,2.11119667],[-0.43229867,2.95858257]]","[[[0.38923884,0.05693948],[0.05693948,0.27865742]],[[0.25290221,0.0671445],[0.0671445,0.33198973]]]"
155,"Rasmussen, Drew",6.257662146,9.905191906,8.218152777,"[0.47987788,0.52012212]","[[0.1309238,2.60309981],[0.08971054,3.63064189]]","[[[0.30728472,-0.05431187],[-0.05431187,0.25470345]],[[0.3497766,0.01169579],[0.01169579,0.31531669]]]"
63,"Flexen, Chris",6.682061985,11.40057497,8.236383775,"[0.19730894,0.46029277,0.3423983]","[[-0.73586316,2.84586241],[0.48708758,2.47129907],[0.27310549,3.62270866]]","[[[0.07662862,-0.01545483],[-0.01545483,0.52865697]],[[0.22362626,-0.01471025],[-0.01471025,0.31928965]],[[0.21297083,0.01483765],[0.01483765,0.23383292]]]"
40,"Smith, Caleb",6.464464803,11.36023918,8.248247647,"[0.43867132,0.41975331,0.14157537]","[[-0.48574563,2.43624084],[0.38991671,3.31287334],[-0.63710302,3.84890692]]","[[[0.30934216,-0.02072689],[-0.02072689,0.22989701]],[[0.23268279,0.06681358],[0.06681358,0.35986842]],[[0.09483302,0.10365551],[0.10365551,0.26757082]]]"
86,"Berríos, José",5.985794544,10.29952518,8.249901481,"[0.56950244,0.43049756]","[[0.36363427,2.22038762],[-0.15170536,3.17626596]]","[[[0.45203035,-0.00354408],[-0.00354408,0.14823981]],[[0.31682673,-0.02631601],[-0.02631601,0.15236536]]]"
193,"Senzatela, Antonio",5.582769523,8.838335189,8.258645595,"[0.85186612,0.14813388]","[[0.3497613,2.40592321],[-0.02806825,2.99184526]]","[[[0.31757017,-0.06760553],[-0.06760553,0.37344177]],[[0.0870454,0.00911292],[0.00911292,0.01356609]]]"
186,"Zimmermann, Bruce",6.408351819,10.4461782,8.259809327,"[0.20214002,0.56039068,0.23746931]","[[0.12985855,2.9343257],[-0.25239327,3.57360476],[-0.50025345,2.14805504]]","[[[0.36210486,-0.30924609],[-0.30924609,0.37118302]],[[0.25957397,-0.03950336],[-0.03950336,0.36658241]],[[0.28808521,-0.12989242],[-0.12989242,0.13044512]]]"
35,"Ruiz, José",5.988328582,10.65423558,8.262625573,"[0.12314039,0.23637334,0.64048627]","[[-0.53869201,3.58906971],[0.20767086,1.99742494],[0.24184742,3.3163331]]","[[[0.0154906,0.0152016],[0.0152016,0.29194001]],[[0.48449149,-0.05935289],[-0.05935289,0.11798252]],[[0.22507935,-0.06583599],[-0.06583599,0.43977345]]]"
0,"Baker, Bryan",6.597798195,10.67763655,8.273051415,"[0.35138566,0.36623193,0.28238241]","[[-0.01073027,2.01326134],[0.71882887,2.94755668],[0.0034966,3.28253259]]","[[[0.29247122,-0.05322932],[-0.05322932,0.27472724]],[[0.13797819,-0.03266637],[-0.03266637,0.53209904]],[[0.33396242,0.06102075],[0.06102075,0.39726105]]]"
19,"Ferguson, Caleb",6.106466852,10.25091819,8.281502697,"[0.35489405,0.64510595]","[[0.18632856,3.67919241],[-0.173317,2.55512013]]","[[[0.30612566,0.01599888],[0.01599888,0.15650812]],[[0.37587913,0.06581138],[0.06581138,0.3297233]]]"
94,"Vesia, Alex",6.073661557,10.83085343,8.314479296,"[0.38207036,0.61792964]","[[-0.12654574,2.23435752],[0.50047915,3.4982192]]","[[[0.1635255,-0.03514082],[-0.03514082,0.22355719]],[[0.25698888,-0.03394878],[-0.03394878,0.39026213]]]"
5,"Strahm, Matt",6.414096265,10.30077346,8.318337821,"[0.39334868,0.60665132]","[[-0.87050007,2.41492463],[0.00410728,3.09899755]]","[[[0.17248273,-0.07225361],[-0.07225361,0.45273813]],[[0.24903825,0.04711668],[0.04711668,0.32299536]]]"
58,"Stratton, Chris",6.018104145,11.01067775,8.332685873,"[0.71447004,0.28552996]","[[-0.07298735,3.14066161],[0.59135184,1.86914023]]","[[[0.28691389,-0.07019684],[-0.07019684,0.33826094]],[[0.37776748,0.02969202],[0.02969202,0.19729863]]]"
4,"Brasier, Ryan",5.538641006,9.913514395,8.341925678,"[0.38616716,0.61383284]","[[-0.12847561,2.34642638],[0.41711947,3.11480548]]","[[[0.24686684,-0.1611217],[-0.1611217,0.2610526]],[[0.22558247,-0.16599893],[-0.16599893,0.41734398]]]"
121,"Puk, A.J.",5.73386111,10.46514907,8.352821332,"[0.2835008,0.7164992]","[[-0.61392411,1.88800586],[0.35049169,2.86047139]]","[[[0.42908806,-0.02293075],[-0.02293075,0.09783696]],[[0.46219646,0.03104915],[0.03104915,0.14595679]]]"
127,"Morton, Charlie",6.569257923,10.06035441,8.38724855,"[0.69794796,0.30205204]","[[0.20725341,2.76859954],[0.85569378,1.90448529]]","[[[0.43455232,0.01693848],[0.01693848,0.25378842]],[[0.22450038,-0.03655311],[-0.03655311,0.18712888]]]"
17,"Stanek, Ryne",6.083773841,10.68118811,8.393084643,"[0.54489957,0.45510043]","[[0.45956314,2.31963556],[0.46320868,3.40989876]]","[[[0.34770106,-0.05843507],[-0.05843507,0.22772427]],[[0.33682996,-0.06235014],[-0.06235014,0.27180419]]]"
152,"Castillo, Luis",6.041677754,10.01300833,8.39376311,"[0.40697539,0.59302461]","[[0.52587587,2.17177729],[0.07365728,3.15019976]]","[[[0.39814818,0.06737121],[0.06737121,0.15409572]],[[0.32792129,-0.02000201],[-0.02000201,0.26366346]]]"
197,"Gore, MacKenzie",6.618786347,11.04099598,8.399089958,"[0.22709358,0.40123551,0.37167091]","[[-0.1322044,3.38354692],[-0.01332799,2.00886244],[0.60202811,3.10094231]]","[[[0.29883774,0.02065014],[0.02065014,0.37456235]],[[0.35248534,-0.03030418],[-0.03030418,0.18998773]],[[0.2331806,0.06552776],[0.06552776,0.38794824]]]"
68,"Gray, Jon",5.865314011,10.14924263,8.399254753,"[0.49064957,0.50935043]","[[0.77031116,2.30498918],[-0.21951604,2.75694675]]","[[[0.24129389,-0.00399472],[-0.00399472,0.33838379]],[[0.24117002,-0.00273192],[-0.00273192,0.41679942]]]"
157,"Darvish, Yu",5.659786266,10.29343076,8.40301106,"[0.59337325,0.40662675]","[[0.70736261,2.22301996],[-0.28583966,2.52691977]]","[[[0.14648084,-0.09634661],[-0.09634661,0.48459293]],[[0.15500532,-0.04950582],[-0.04950582,0.44256288]]]"
139,"Bundy, Dylan",6.334532874,9.668342911,8.405481105,"[0.54333549,0.45666451]","[[0.57406433,2.75595574],[-0.27060607,2.65714708]]","[[[0.27501282,-0.07661173],[-0.07661173,0.38396736]],[[0.21994214,-0.11320587],[-0.11320587,0.31488085]]]"
199,"Adon, Joan",6.20721971,10.50903029,8.441021358,"[0.34416172,0.65583828]","[[-0.23649922,3.22542977],[0.31659293,2.19472639]]","[[[0.25557769,-0.01238694],[-0.01238694,0.19117221]],[[0.34170895,-0.00223589],[-0.00223589,0.33702463]]]"
147,"Peterson, David",6.325845873,10.57641302,8.449415937,"[0.48089992,0.51910008]","[[-0.45483683,2.97463537],[0.7036506,3.19464945]]","[[[0.18044427,0.053224],[0.053224,0.35376952]],[[0.23528691,0.06244698],[0.06244698,0.38646058]]]"
195,"Anderson, Ian",5.846970085,9.902501176,8.488234588,"[0.23412986,0.76587014]","[[0.39888606,3.56569218],[0.37698673,2.46708179]]","[[[0.2535758,-0.08656764],[-0.08656764,0.1245021]],[[0.37330307,-0.0789957],[-0.0789957,0.28763489]]]"
162,"Lyles, Jordan",6.12721743,10.7691718,8.495298425,"[0.69083604,0.30916396]","[[-0.15648398,3.34615659],[0.40363553,2.14546379]]","[[[0.30698544,0.0277571],[0.0277571,0.45233856]],[[0.19039486,-0.01119903],[-0.01119903,0.18538691]]]"
8,"Pérez, Cionel",6.386270252,10.54590041,8.509425651,"[0.24379849,0.75620151]","[[0.36153605,3.63011453],[-0.14090773,2.48892179]]","[[[0.2022293,-0.01291472],[-0.01291472,0.08029299]],[[0.35905579,0.07498333],[0.07498333,0.30988737]]]"
165,"Smith, Will",6.248611936,10.64836333,8.549314875,"[0.62645728,0.37354272]","[[-0.12747508,2.37655297],[0.71236298,3.22023815]]","[[[0.45842895,-0.16662854],[-0.16662854,0.31467937]],[[0.20662484,-0.07195745],[-0.07195745,0.16603544]]]"
55,"Acevedo, Domingo",6.446208946,10.91603077,8.582612745,"[0.50929145,0.49070855]","[[0.35926159,2.0960858],[-0.03648471,3.26511413]]","[[[0.39126566,0.00744631],[0.00744631,0.18217777]],[[0.47585946,-0.04573039],[-0.04573039,0.19476552]]]"
181,"Kopech, Michael",6.676949214,10.56561138,8.594061058,"[0.57671788,0.42328212]","[[-0.0071874,2.44179633],[-0.17657693,3.6125526]]","[[[0.34284702,-0.07230391],[-0.07230391,0.37615736]],[[0.32298788,-0.06431082],[-0.06431082,0.20617516]]]"
106,"Hendriks, Liam",6.245078281,10.51120321,8.600360073,"[0.63112681,0.36887319]","[[0.63307362,2.49081268],[-0.46508405,2.87991764]]","[[[0.21540699,-0.03767023],[-0.03767023,0.40452904]],[[0.124353,0.01461257],[0.01461257,0.53517408]]]"
166,"Gray, Josiah",6.365251171,10.57342709,8.620625529,"[0.73466417,0.14182126,0.12351457]","[[0.0117538,2.85913621],[-1.18626441,2.91299534],[0.18647402,1.68686645]]","[[[0.41025788,-0.02689189],[-0.02689189,0.33405558]],[[0.03511092,0.00742049],[0.00742049,0.31903458]],[[0.35323425,0.02162427],[0.02162427,0.0653895]]]"
16,"Nelson, Nick",6.702856011,10.91309408,8.625766638,"[0.40711254,0.59288746]","[[0.38014592,2.05632793],[-0.03538342,3.26135303]]","[[[0.31546915,-0.05144285],[-0.05144285,0.2023438]],[[0.30979738,-0.06381068],[-0.06381068,0.41670901]]]"
185,"Davis, Austin",6.537494804,11.44009868,8.637307662,"[0.62771602,0.19957682,0.17270716]","[[0.37586462,2.70346201],[-0.96555011,2.39648478],[0.40725935,3.82395878]]","[[[0.37912878,0.11319334],[0.11319334,0.45828283]],[[0.14268841,-0.02335617],[-0.02335617,0.21558742]],[[0.43861126,-0.01759076],[-0.01759076,0.08723262]]]"
81,"Espino, Paolo",6.715352041,11.00110092,8.649616751,"[0.15540366,0.61863664,0.22595969]","[[0.45156824,1.54080856],[0.50699172,2.53317195],[-0.52691142,3.02314504]]","[[[0.24062576,0.04775128],[0.04775128,0.12881429]],[[0.17477918,-0.07292481],[-0.07292481,0.44621334]],[[0.14378203,0.16196311],[0.16196311,0.67776856]]]"
167,"Duran, Jhoan",6.638700936,9.979324542,8.65293796,"[0.2175678,0.7824322]","[[-0.22511228,3.66102527],[0.36471815,2.57892713]]","[[[0.39536179,0.04684285],[0.04684285,0.09944972]],[[0.39099564,-0.07537239],[-0.07537239,0.32807206]]]"
87,"Coleman, Dylan",6.137849882,10.32084055,8.656180043,"[0.64060871,0.35939129]","[[0.07631572,2.91660003],[0.46134048,1.89309451]]","[[[0.42247929,-0.01735619],[-0.01735619,0.25408114]],[[0.34756726,0.01531592],[0.01531592,0.15302526]]]"
23,"Finnegan, Kyle",6.087726568,10.20380163,8.680281405,"[0.55196384,0.44803616]","[[0.42536722,2.47786002],[-0.55922138,2.70134479]]","[[[0.19239258,-0.05863046],[-0.05863046,0.52575253]],[[0.15239504,-0.01486486],[-0.01486486,0.4161049]]]"
102,"Morejon, Adrian",6.202719339,10.00301242,8.767148158,"[0.87847919,0.12152081]","[[-0.21322996,2.79469405],[-0.03064154,1.5793133]]","[[[0.41519482,-0.00547578],[-0.00547578,0.27454088]],[[0.17013947,-0.01679512],[-0.01679512,0.05779598]]]"
37,"Velasquez, Vince",6.939989731,10.31347098,8.771265575,"[0.6935896,0.3064104]","[[0.06480071,2.10923377],[0.18780567,3.18641623]]","[[[0.39165237,-0.17167069],[-0.17167069,0.33152408]],[[0.33589748,-0.2041877],[-0.2041877,0.27824796]]]"
198,"Brieske, Beau",6.622077577,10.592098,8.819884597,"[0.46855096,0.53144904]","[[0.22975517,1.8239761],[0.28087561,2.8605259]]","[[[0.45385315,-0.13004636],[-0.13004636,0.25771375]],[[0.27943134,-0.09350919],[-0.09350919,0.3088407]]]"
118,"López, Reynaldo",5.745864131,9.84422945,8.820236311,"[0.83049148,0.16950852]","[[0.09042552,2.91577813],[-0.30459777,1.94609126]]","[[[0.2829449,-0.19462531],[-0.19462531,0.43597966]],[[0.22979771,-0.16900757],[-0.16900757,0.1948953]]]"
124,"Contreras, Roansy",6.604701789,10.50117543,8.832465218,"[0.74409981,0.25590019]","[[0.35253544,2.98104049],[0.64003593,1.69387243]]","[[[0.36273133,-0.12774593],[-0.12774593,0.40391692]],[[0.32395061,-0.0035268],[-0.0035268,0.14953869]]]"
151,"Sears, JP",6.486886719,10.3038033,8.871854544,"[0.37443564,0.62556436]","[[-0.08530014,3.41861333],[-0.32111607,2.48149637]]","[[[0.42270166,0.01353466],[0.01353466,0.20148348]],[[0.45494012,-0.03373661],[-0.03373661,0.24238178]]]"
36,"Diekman, Jake",6.870292089,11.579409,8.924609877,"[0.57943417,0.42056583]","[[0.70577656,3.10972797],[-0.55014188,2.38533465]]","[[[0.3207248,-0.00260421],[-0.00260421,0.35282968]],[[0.2678586,0.01037364],[0.01037364,0.45639055]]]"
168,"Estévez, Carlos",6.474143421,10.48329276,8.935422486,"[0.50593313,0.49406687]","[[0.3315644,3.2985319],[0.49492234,2.28110848]]","[[[0.50548071,-0.02059679],[-0.02059679,0.30667661]],[[0.44601884,-0.08354246],[-0.08354246,0.22334002]]]"
173,"Corbin, Patrick",6.114307848,9.009902298,8.955753091,[1],"[[-0.37861925,3.0625523]]","[[[0.26732671,0.0892994],[0.0892994,0.38886101]]]"
39,"Matzek, Tyler",6.735263072,11.54186222,8.986489935,"[0.687862,0.312138]","[[0.03075518,2.38405537],[0.04513703,3.72434414]]","[[[0.38988905,0.13105386],[0.13105386,0.4181173]],[[0.33474756,0.11213851],[0.11213851,0.18512042]]]"
57,"De Jong, Chase",7.251297231,10.96455533,9.044016015,"[0.69167984,0.30832016]","[[-0.17083309,3.37142708],[0.59310973,2.32001294]]","[[[0.30057424,-0.00541839],[-0.00541839,0.55629231]],[[0.15718055,-0.06255012],[-0.06255012,0.34506973]]]"
