,Pitcher,Control,Pis,Mus,Covariances
105,"Skubal, Tarik",10.367252524801044,[0.56893522 0.43106478],"[[-0.41670303  2.23206771]
 [ 0.46992853  2.36011877]]","[[[0.31670891 0.01255357]
  [0.01255357 0.35667924]]

 [[0.16687371 0.09694867]
  [0.09694867 0.43405912]]]"
72,"Clevinger, Mike",10.419808128978424,[0.28781399 0.71218601],"[[1.06157566 0.83468075]
 [0.39755513 2.07898716]]","[[[ 0.53476513 -0.06836623]
  [-0.06836623  0.1825276 ]]

 [[ 0.44178958 -0.14213005]
  [-0.14213005  0.34038841]]]"
15,"Ashby, Aaron",10.45462702886704,[0.24506678 0.58888915 0.16604407],"[[-1.13579025  1.26267245]
 [ 0.02029222  1.79460935]
 [-0.58891274  2.57498702]]","[[[0.08825029 0.04940205]
  [0.04940205 0.3224061 ]]

 [[0.26466721 0.17207595]
  [0.17207595 0.40484004]]

 [[0.41113835 0.2470864 ]
  [0.2470864  0.22473365]]]"
103,"Steele, Justin",10.499802876531625,[0.48489408 0.51510592],"[[-0.29503243  1.2270359 ]
 [ 0.1478666   2.47860971]]","[[[0.34799673 0.05445058]
  [0.05445058 0.2905236 ]]

 [[0.44416641 0.08673757]
  [0.08673757 0.25629089]]]"
37,"Lauer, Eric",10.658665371310157,[0.44860934 0.55139066],"[[-0.52029139  1.47330992]
 [-0.29359028  2.54442791]]","[[[0.31201824 0.14619527]
  [0.14619527 0.28440789]]

 [[0.45615801 0.19398486]
  [0.19398486 0.44086457]]]"
101,"Wisler, Matt",10.66222337595621,[0.46748508 0.53251492],"[[0.22332981 1.4200588 ]
 [0.29219209 2.5706915 ]]","[[[ 0.33664866 -0.21134799]
  [-0.21134799  0.3548952 ]]

 [[ 0.25606881 -0.21402496]
  [-0.21402496  0.4959885 ]]]"
48,"Gallegos, Giovanny",10.73476545254948,[0.1786978 0.8213022],"[[0.04827427 2.93709487]
 [0.61560913 1.43365583]]","[[[ 0.11037048  0.03475175]
  [ 0.03475175  0.15395566]]

 [[ 0.22835635 -0.05021876]
  [-0.05021876  0.6252974 ]]]"
66,"Javier, Cristian",10.795037385746959,[0.51050824 0.48949176],"[[0.82831143 1.47431548]
 [0.59759081 2.58705153]]","[[[ 0.39559377 -0.15373623]
  [-0.15373623  0.33317817]]

 [[ 0.45128517 -0.14403163]
  [-0.14403163  0.40656704]]]"
77,"Syndergaard, Noah",11.026883559521309,[1.],[[0.90379032 2.07887097]],"[[[ 0.30443502 -0.20254814]
  [-0.20254814  0.53968198]]]"
32,"Hearn, Taylor",11.289657190498636,[0.69526235 0.30473765],"[[-0.63898809  1.58522324]
 [ 0.48217005  2.38482666]]","[[[0.32091996 0.03389184]
  [0.03389184 0.68614912]]

 [[0.13649845 0.07009477]
  [0.07009477 0.44880589]]]"
4,"Bass, Anthony",11.649780799749342,[1.],[[0.68030769 1.73347692]],"[[[ 0.32864521 -0.24128045]
  [-0.24128045  0.68173876]]]"
39,"Walker, Taijuan",11.737356144724117,[1.],[[0.87194888 1.90584665]],"[[[ 0.38548059 -0.23315772]
  [-0.23315772  0.52251793]]]"
52,"Luzardo, Jesús",11.798225125704471,[0.42301619 0.57698381],"[[ 0.25080076  2.05713767]
 [-0.857281    1.10914582]]","[[[0.18549963 0.21935442]
  [0.21935442 0.70098948]]

 [[0.28163805 0.22008235]
  [0.22008235 0.79372043]]]"
1,"Romano, Jordan",11.982321093496928,[1.],[[0.29952191 2.00832669]],"[[[ 0.39601033 -0.16241036]
  [-0.16241036  0.48358625]]]"
91,"Dunning, Dane",12.00785706853736,[1.],[[0.68909502 1.43497738]],"[[[ 0.51518027 -0.21292536]
  [-0.21292536  0.36971107]]]"
97,"Payamps, Joel",12.12429697319854,[1.],[[0.3081746  1.68051587]],"[[[ 0.4464064  -0.20321572]
  [-0.20321572  0.44358923]]]"
78,"Detmers, Reid",12.256254611340392,[1.],[[-0.45108108  2.21948949]],"[[[0.41078482 0.25444239]
  [0.25444239 0.5996647 ]]]"
6,"Abreu, Bryan",12.27368971565925,[1.],[[0.73814815 1.7791358 ]],"[[[ 0.43165889 -0.1207551 ]
  [-0.1207551   0.49285581]]]"
94,"Strider, Spencer",12.715657181510696,[1.],[[0.67301939 1.67731302]],"[[[ 0.40918607 -0.19614563]
  [-0.19614563  0.72939406]]]"
104,"Jackson, Zach",12.85707268922479,[0.51373854 0.48626146],"[[0.40440198 1.27087721]
 [0.64773875 2.54946116]]","[[[ 0.432901   -0.26171944]
  [-0.26171944  0.55623413]]

 [[ 0.54316827 -0.15214719]
  [-0.15214719  0.64105663]]]"
62,"Díaz, Edwin",12.914527618543808,[1.],[[0.58385159 1.81010601]],"[[[ 0.62239359 -0.30469723]
  [-0.30469723  0.49448615]]]"
43,"Garrett, Amir",12.927233548936423,[1.],[[-0.40576419  1.80593886]],"[[[0.51704725 0.1524255 ]
  [0.1524255  0.59610459]]]"
5,"Ashcraft, Graham",13.66070142631079,[1.],[[0.32458182 2.00061818]],"[[[ 0.57850728 -0.31087374]
  [-0.31087374  0.90242862]]]"
