,Pitcher,NinetyFive,Five,Median Control,Pis,Mus,Covariances
3,"Pivetta, Nick",6.058795671,10.32125312,7.03270048,"[0.39195135,0.14223717,0.28985305,0.17595843]","[[-0.15816232,2.4697574],[0.32636895,3.71932393],[-0.59191283,3.45562873],[0.70210554,2.43613195]]","[[[0.21167758,0.07182573],[0.07182573,0.25536576]],[[0.14266322,-0.00997355],[-0.00997355,0.24185167]],[[0.1363031,0.02215458],[0.02215458,0.30861846]],[[0.07128082,0.03116048],[0.03116048,0.2948973]]]"
61,"Kirby, George",5.358456954,8.7665922,7.105820913,"[0.42003627,0.57996373]","[[0.31063816,2.52679118],[-0.28875274,3.24959073]]","[[[0.16629771,0.05150587],[0.05150587,0.22056361]],[[0.20864155,0.07428785],[0.07428785,0.29103965]]]"
59,"Keller, Mitch",5.650923998,9.996816105,7.111247043,"[0.28919789,0.12422034,0.34466436,0.2419174]","[[0.67040307,2.67250168],[-0.00663222,3.58099598],[-0.12602852,2.76966979],[-0.65047389,3.64039639]]","[[[0.16901457,-0.03075005],[-0.03075005,0.3708533]],[[0.01822097,-0.02264285],[-0.02264285,0.17686177]],[[0.23398709,-0.10841736],[-0.10841736,0.33968802]],[[0.13921202,-0.05604888],[-0.05604888,0.15187752]]]"
48,"Berríos, José",5.674920749,9.945284661,7.138718324,"[0.25829984,0.31552561,0.42617455]","[[-0.74648829,2.76175981],[-0.59593804,3.44420489],[0.22752164,2.43080021]]","[[[0.224739,0.04922971],[0.04922971,0.14665298]],[[0.26815081,-0.10562076],[-0.10562076,0.16106198]],[[0.22670484,0.0086847],[0.0086847,0.2661192]]]"
100,"Rodón, Carlos",5.531773498,9.791244481,7.196236863,"[0.25827308,0.33068908,0.41103785]","[[0.61456947,3.0636549],[-0.03222842,3.59842551],[-0.34220244,2.54784173]]","[[[0.07304226,-0.05192431],[-0.05192431,0.42237595]],[[0.14774862,-0.00390377],[-0.00390377,0.24261576]],[[0.1191794,-0.03878299],[-0.03878299,0.37340984]]]"
51,"Greinke, Zack",5.859591454,9.489791416,7.216678742,"[0.20050743,0.64156061,0.15793197]","[[0.47182624,2.96257353],[-0.61929722,2.77133018],[-0.16716305,1.8350336]]","[[[0.09299554,-0.04260722],[-0.04260722,0.44444008]],[[0.23617687,-0.00594015],[-0.00594015,0.24822622]],[[0.04479261,-0.00142976],[-0.00142976,0.10351839]]]"
56,"Kimbrel, Craig",5.758102713,9.978152636,7.318860784,"[0.31926807,0.15460015,0.52613178]","[[0.75353012,2.74793788],[0.3222577,1.87984789],[-0.37747045,3.05046467]]","[[[0.12557188,-0.10629568],[-0.10629568,0.40273753]],[[0.06496235,0.00787791],[0.00787791,0.05858818]],[[0.23017042,-0.08801478],[-0.08801478,0.27527938]]]"
105,"Pepiot, Ryan",5.288107955,9.886409437,7.319570694,"[0.58698533,0.18944813,0.22356654]","[[-0.46347113,3.07960511],[-1.49931096,2.56443309],[-0.46318217,2.06352153]]","[[[0.39596063,-0.06811616],[-0.06811616,0.25597388]],[[0.07054677,0.01790758],[0.01790758,0.15270832]],[[0.10932248,0.0050538],[0.0050538,0.10435064]]]"
108,"Strider, Spencer",5.835005016,9.912083393,7.338749296,"[0.42207062,0.31032835,0.26760103]","[[-2.44579210e-03,2.13535531e+00],[-7.52949842e-01,2.79117035e+00],[-4.65202958e-02,3.38584821e+00]]","[[[0.25396624,-0.00642818],[-0.00642818,0.28690246]],[[0.17632739,-0.03446159],[-0.03446159,0.2255433]],[[0.2336402,-0.06274114],[-0.06274114,0.21801059]]]"
92,"Ryan, Joe",6.218585337,9.494591287,7.345428087,"[0.183337,0.28975311,0.5269099]","[[0.79449656,2.95116661],[-0.17594146,2.34556252],[-0.29742403,3.24246223]]","[[[0.08961226,-0.0106265],[-0.0106265,0.3474756]],[[0.29828724,-0.04946366],[-0.04946366,0.16318117]],[[0.27910018,-0.05197889],[-0.05197889,0.20274894]]]"
94,"Manoah, Alek",5.940974529,10.37214373,7.373449109,"[0.12424267,0.44817172,0.42758561]","[[-1.1466647,3.94225293],[0.20983148,2.52931263],[-0.52810314,3.13521978]]","[[[0.1047523,0.00565825],[0.00565825,0.07069262]],[[0.20734045,0.01334812],[0.01334812,0.29468167]],[[0.23370504,0.11337483],[0.11337483,0.2881452]]]"
98,"Urías, Julio",5.504778302,9.305329885,7.411537002,"[0.3041879,0.6958121]","[[0.425666,3.34160645],[-0.2694775,2.41410585]]","[[[0.1711585,0.00943891],[0.00943891,0.12320014]],[[0.28762213,-0.0119593],[-0.0119593,0.28419114]]]"
113,"Senzatela, Antonio",5.965975039,10.62749792,7.43158932,"[0.1909699,0.33433159,0.4746985]","[[0.78471468,2.85708216],[-0.1843385,3.36433641],[-0.42788336,2.19217837]]","[[[0.06643343,-0.02738356],[-0.02738356,0.28987934]],[[0.31208977,0.0191216],[0.0191216,0.18457299]],[[0.31311505,-0.11168916],[-0.11168916,0.20590505]]]"
91,"Rasmussen, Drew",5.82710378,10.2771297,7.451206541,"[0.23133194,0.56736618,0.20130188]","[[0.11471707,2.06798346],[-0.24914542,3.43712964],[0.69540152,3.1396927]]","[[[0.26722315,0.0505576],[0.0505576,0.10258926]],[[0.2197071,0.01766681],[0.01766681,0.3967884]],[[0.06493786,0.00061883],[0.00061883,0.26542935]]]"
65,"Bieber, Shane",5.792776928,9.161836276,7.451735536,"[0.44238348,0.55761652]","[[-0.24550393,3.02972709],[-0.31229525,2.02705977]]","[[[0.30531695,-0.05378103],[-0.05378103,0.20340817]],[[0.26526405,-0.04475013],[-0.04475013,0.1616553]]]"
77,"Wheeler, Zack",6.053770668,9.941896748,7.47122686,"[0.15439498,0.55554686,0.29005817]","[[-0.07641876,3.64653638],[0.21941532,2.67518662],[-0.67630892,2.37577443]]","[[[0.35465922,-0.02294525],[-0.02294525,0.06815672]],[[0.27694499,-0.0330383],[-0.0330383,0.24707513]],[[0.20552656,-0.10862785],[-0.10862785,0.22610541]]]"
95,"Lyles, Jordan",5.976599463,10.13599144,7.482447208,"[0.33803184,0.19849954,0.46346862]","[[-9.13961109e-04,2.35910372e+00],[5.01503036e-01,3.46438951e+00],[-6.65388013e-01,3.03287695e+00]]","[[[0.20490409,-0.07655155],[-0.07655155,0.17132765]],[[0.11515522,-0.02011817],[-0.02011817,0.29472922]],[[0.13059234,0.04372538],[0.04372538,0.47913917]]]"
26,"Verlander, Justin",5.915717729,9.87306344,7.485718491,"[0.46758122,0.14204368,0.39037509]","[[0.32215538,3.07282344],[-0.74322682,3.89452249],[-0.48157588,2.58973982]]","[[[0.18480779,-0.05430133],[-0.05430133,0.2909507]],[[0.15901886,0.01436133],[0.01436133,0.09120142]],[[0.26656241,-0.04038569],[-0.04038569,0.24871654]]]"
112,"Mahle, Tyler",6.319122381,8.957486687,7.553106197,"[0.1694469,0.44928474,0.38126837]","[[-0.85413512,2.83139315],[0.37635201,3.60724073],[0.23008215,2.49147516]]","[[[0.08292704,-0.09753459],[-0.09753459,0.45482351]],[[0.23737935,-0.11678234],[-0.11678234,0.24688436]],[[0.38059369,0.01217283],[0.01217283,0.24187707]]]"
37,"Gray, Jon",5.925408167,10.2926755,7.56690874,"[0.28883318,0.14168908,0.56947774]","[[-0.69720153,2.48166617],[-0.5368185,3.772493],[0.32287346,2.52926744]]","[[[0.11477452,-0.09258097],[-0.09258097,0.34585282]],[[0.23653701,-0.01241523],[-0.01241523,0.06889757]],[[0.19102706,-0.07697505],[-0.07697505,0.36321494]]]"
64,"Woodruff, Brandon",5.495885361,9.701487796,7.568582766,"[0.50072003,0.42379493,0.07548504]","[[-0.01282273,3.41301461],[0.09864415,2.45303321],[-1.05177529,2.91373203]]","[[[0.2959956,0.01250272],[0.01250272,0.22447709]],[[0.27871737,0.07914379],[0.07914379,0.25494993]],[[0.03557449,-0.00090512],[-0.00090512,0.09941885]]]"
75,"López, Pablo",6.274954432,9.872414345,7.577141445,"[0.23237777,0.39592643,0.3716958]","[[-0.6371816,2.10473571],[0.10085456,2.52575246],[0.15708927,3.26436423]]","[[[0.24200687,-0.15048395],[-0.15048395,0.21081789]],[[0.31067053,-0.20695969],[-0.20695969,0.25624634]],[[0.32758314,-0.10388007],[-0.10388007,0.20049346]]]"
41,"Odorizzi, Jake",5.304628405,8.959017075,7.587106309,"[0.56981788,0.43018212]","[[0.22381642,2.86604745],[-0.64037744,3.1289501]]","[[[0.18356071,-0.05032852],[-0.05032852,0.30815078]],[[0.17787223,-0.02414067],[-0.02414067,0.27907364]]]"
53,"Greene, Hunter",6.460831012,10.62020638,7.602765952,"[0.50230651,0.19578346,0.30191004]","[[-0.36037933,3.34856234],[0.66720519,3.21224385],[0.18832849,2.10090711]]","[[[0.29395866,-0.02445435],[-0.02445435,0.28145672]],[[0.16328903,0.03227499],[0.03227499,0.11359701]],[[0.42014181,-0.00947771],[-0.00947771,0.11041301]]]"
80,"Bundy, Dylan",6.174165042,9.995705522,7.637031232,"[0.46277605,0.08034041,0.45688354]","[[-0.202583,3.33741686],[0.9055835,3.2038397],[-0.35509916,2.39000244]]","[[[0.19262586,-0.10917384],[-0.10917384,0.23379575]],[[0.02011368,-0.01162084],[-0.01162084,0.17471637]],[[0.35681615,-0.11857276],[-0.11857276,0.20758686]]]"
40,"Giolito, Lucas",5.852010589,10.38526571,7.658841223,"[0.44350052,0.18350546,0.37299403]","[[0.54358289,2.85264114],[-0.24122185,4.00064766],[-0.20410474,2.55302797]]","[[[0.11000434,-0.03942183],[-0.03942183,0.53093272]],[[0.14238992,0.01294768],[0.01294768,0.18805094]],[[0.14590488,-0.06171074],[-0.06171074,0.29398908]]]"
52,"McKenzie, Triston",5.783321674,10.43443522,7.680658136,"[0.38938408,0.21807354,0.39254238]","[[-0.45796393,3.3796262],[0.38903755,2.93843141],[-0.2616918,2.18293791]]","[[[0.10377447,0.04110045],[0.04110045,0.31839377]],[[0.08297646,-0.03745669],[-0.03745669,0.63538628]],[[0.26333463,0.07017506],[0.07017506,0.2345557]]]"
2,"Richards, Trevor",6.270846789,11.01394489,7.686523883,"[0.21891168,0.40828078,0.37280755]","[[0.32873982,3.20258021],[-0.88446637,3.6662546],[-0.69468767,2.41869754]]","[[[0.07129701,0.12595329],[0.12595329,0.44841359]],[[0.23680261,0.17816705],[0.17816705,0.34719733]],[[0.10939032,0.03772791],[0.03772791,0.30792306]]]"
43,"Gallen, Zac",6.336600597,10.68785524,7.715189538,"[0.24942051,0.34626256,0.40431693]","[[-0.87742431,2.74587304],[0.1953364,3.38685343],[-0.11003241,2.1573387]]","[[[0.11626627,0.0179341],[0.0179341,0.2598791]],[[0.23874143,-0.09079118],[-0.09079118,0.24484374]],[[0.33853379,-0.02113141],[-0.02113141,0.30886866]]]"
102,"Manning, Matt",6.070767304,10.14527817,7.729865734,"[0.32620475,0.24011882,0.43367643]","[[-0.87862344,2.69802001],[0.14892254,3.37943154],[0.18611706,2.52498362]]","[[[0.13374119,-0.04740546],[-0.04740546,0.43498278]],[[0.26540572,0.0015085],[0.0015085,0.14259899]],[[0.38303271,-0.10789772],[-0.10789772,0.16146835]]]"
87,"Voth, Austin",5.895988589,10.34788469,7.733563204,"[0.23414128,0.33272392,0.31682579,0.11630901]","[[0.10835688,2.38830238],[0.22956589,3.3338949],[-0.51708084,2.47810218],[-1.1523952,2.8460996]]","[[[0.13765852,-0.15810678],[-0.15810678,0.31898279]],[[0.21965936,-0.14846783],[-0.14846783,0.25427019]],[[0.09886106,-0.06252788],[-0.06252788,0.37860615]],[[0.02253963,0.03923089],[0.03923089,0.40217348]]]"
21,"Kelly, Merrill",6.111210822,10.11869591,7.763335636,"[0.14002141,0.40941206,0.45056652]","[[0.7342638,3.04935085],[-0.14093692,2.55656639],[-0.61891963,2.10783343]]","[[[0.11247295,-0.06548473],[-0.06548473,0.10331989]],[[0.45996371,-0.18085543],[-0.18085543,0.28950278]],[[0.26442735,-0.13635559],[-0.13635559,0.19800451]]]"
119,"Hendricks, Kyle",5.703013458,9.94302264,7.765716268,"[0.6869225,0.3130775]","[[-0.55595294,2.37220273],[0.40623919,3.23354784]]","[[[0.15463278,-0.06809215],[-0.06809215,0.34667622]],[[0.17633392,-0.08119141],[-0.08119141,0.39560866]]]"
68,"Lynn, Lance",6.235597051,10.4635301,7.784886675,"[0.1003823,0.33207715,0.56754055]","[[-1.23363904,3.20486159],[-0.26930354,3.60937768],[0.13375527,2.52021292]]","[[[0.02788932,-0.00734915],[-0.00734915,0.35576153]],[[0.24262037,0.0115432],[0.0115432,0.12561316]],[[0.35103629,0.01641937],[0.01641937,0.22615996]]]"
47,"Carrasco, Carlos",6.417058541,10.6853834,7.78532411,"[0.52762098,0.23989004,0.23248897]","[[-0.63554092,2.91047111],[0.59541986,3.018166],[0.1116683,2.0953766]]","[[[0.22157208,-0.07251321],[-0.07251321,0.35061924]],[[0.18091443,-0.0727721],[-0.0727721,0.34698697]],[[0.32488176,-0.05378545],[-0.05378545,0.07756613]]]"
46,"Espino, Paolo",6.355430401,10.42442956,7.797945855,"[0.58523235,0.19146615,0.22330151]","[[-0.66189123,2.77844241],[-0.27958719,1.79043913],[0.26949709,3.22270018]]","[[[0.17778188,-0.06587925],[-0.06587925,0.3582357]],[[0.27927607,0.00220741],[0.00220741,0.11802819]],[[0.17380874,-0.0345916],[-0.0345916,0.29422689]]]"
17,"Gonzales, Marco",5.816332682,9.728063348,7.808401662,"[0.52429878,0.47570122]","[[-0.39576654,2.76984452],[0.64512555,2.77885125]]","[[[0.20008261,-0.01492645],[-0.01492645,0.37961568]],[[0.14784277,0.03421278],[0.03421278,0.31914462]]]"
33,"Manaea, Sean",5.872273834,9.010355135,7.814208758,"[0.683412,0.316588]","[[-0.23233629,2.71263819],[0.57683218,2.97749854]]","[[[0.17704814,0.01955695],[0.01955695,0.31260781]],[[0.07694413,0.01783071],[0.01783071,0.42696663]]]"
62,"Severino, Luis",6.170969505,9.701363423,7.816437445,"[0.77288889,0.22711111]","[[-0.03279726,2.48986017],[-0.46523599,3.57166016]]","[[[0.337935,-0.00315547],[-0.00315547,0.1829632]],[[0.23911512,0.03494562],[0.03494562,0.07098334]]]"
10,"Maton, Phil",6.003053159,9.391296948,7.857315242,"[0.79359896,0.20640104]","[[0.17017408,3.23182697],[-1.07124887,3.10579096]]","[[[0.23385139,-0.05842333],[-0.05842333,0.33723269]],[[0.08328902,-0.04816569],[-0.04816569,0.245311]]]"
22,"Eovaldi, Nathan",5.577758554,10.03995404,7.8728778,"[0.63637788,0.36362212]","[[0.18105718,3.33885682],[-0.24027666,2.28417415]]","[[[0.25890525,-0.1038913],[-0.1038913,0.27282167]],[[0.28631111,-0.1781196],[-0.1781196,0.24868706]]]"
66,"Garcia, Luis",6.321504401,9.837599652,7.923579393,"[0.35278275,0.64721725]","[[-0.09991024,3.3958836],[0.08861109,2.23076183]]","[[[0.3268932,0.05084223],[0.05084223,0.22453009]],[[0.28816717,-0.07979166],[-0.07979166,0.29451086]]]"
7,"Sampson, Adrian",6.027142238,9.69343816,7.987284751,"[0.43796741,0.11374165,0.44829094]","[[1.25691080e-01,3.45101121e+00],[-9.85634198e-01,3.02658136e+00],[2.74027552e-03,2.82016865e+00]]","[[[0.18158256,-0.08912372],[-0.08912372,0.19457691]],[[0.03263215,-0.02294954],[-0.02294954,0.53883025]],[[0.34194832,-0.15984119],[-0.15984119,0.24168522]]]"
15,"Swanson, Erik",5.459063697,9.475154283,7.990801759,"[0.15693531,0.84306469]","[[-0.31782994,3.97665445],[0.0472537,2.8269117]]","[[[0.15138688,0.0992962],[0.0992962,0.14105273]],[[0.23609859,-0.05832588],[-0.05832588,0.34699853]]]"
49,"Kremer, Dean",5.838521467,10.08323829,7.996825093,"[0.62717754,0.37282246]","[[-0.02859857,2.75343857],[-0.59671307,3.81060386]]","[[[0.28191226,-0.04664747],[-0.04664747,0.31117049]],[[0.19751854,-0.06231973],[-0.06231973,0.21805059]]]"
18,"Otto, Glenn",6.091487077,10.82553716,8.004065588,"[0.55711537,0.44288463]","[[-0.49117952,3.60836909],[0.07878725,2.43984284]]","[[[0.37073382,0.07786685],[0.07786685,0.23052752]],[[0.19485372,0.02319273],[0.02319273,0.21594113]]]"
73,"Morton, Charlie",6.276801588,10.31415872,8.034440876,"[0.45318636,0.22086994,0.3259437]","[[0.00454099,2.99463575],[-0.07627745,2.0328457],[-0.93854023,3.10454756]]","[[[0.33022949,-0.14002392],[-0.14002392,0.29352313]],[[0.41046059,-0.06863519],[-0.06863519,0.12582564]],[[0.18033957,-0.11063695],[-0.11063695,0.32017463]]]"
63,"Hendriks, Liam",5.850908997,10.42279166,8.089277524,"[0.39767688,0.60232312]","[[-0.15614439,2.24684496],[0.34517846,3.33110937]]","[[[0.29772779,-0.06893012],[-0.06893012,0.20274788]],[[0.28104835,-0.08154366],[-0.08154366,0.24096361]]]"
106,"Wells, Tyler",6.314344889,9.753367149,8.111039154,"[0.38267192,0.61732808]","[[-3.33310514e-01,3.63443000e+00],[1.18032746e-03,2.64390353e+00]]","[[[0.22417272,0.0697473],[0.0697473,0.25622623]],[[0.24777084,0.06334884],[0.06334884,0.32337028]]]"
118,"Adon, Joan",5.997263447,10.85023606,8.114865444,"[0.29906935,0.58931568,0.11161497]","[[-0.4114641,3.45614837],[0.06675779,2.26598553],[-1.18344937,2.779068]]","[[[0.29299281,-0.09887655],[-0.09887655,0.14652155]],[[0.39781189,-0.05753808],[-0.05753808,0.29130025]],[[0.05247609,0.02445978],[0.02445978,0.18652848]]]"
57,"Gonsolin, Tony",6.427028664,10.87314098,8.118332414,"[0.13034005,0.34254136,0.52711859]","[[0.72029668,3.58386245],[-0.06048589,1.91838054],[-0.37700808,2.99632096]]","[[[0.10698443,-0.11099367],[-0.11099367,0.27628353]],[[0.4016314,0.04722716],[0.04722716,0.17262453]],[[0.24775608,-0.11179403],[-0.11179403,0.36122784]]]"
42,"Kennedy, Ian",6.088242175,10.19119122,8.127409751,"[0.6414004,0.3585996]","[[-0.4759849,2.92176865],[0.15317378,1.97293251]]","[[[0.24930639,0.06309432],[0.06309432,0.3236288]],[[0.16980774,0.09390929],[0.09390929,0.19023625]]]"
86,"Wright, Kyle",5.644969765,9.907966787,8.148437189,"[0.28808325,0.71191675]","[[0.39434768,2.76521031],[-0.57844895,3.36047237]]","[[[0.11315296,-0.00936253],[-0.00936253,0.34537985]],[[0.25984675,-0.117789],[-0.117789,0.41210412]]]"
84,"Stripling, Ross",5.587992957,9.435334145,8.156784107,"[0.86800844,0.13199156]","[[-4.72652161e-01,2.91044886e+00],[-9.55293373e-04,4.08879340e+00]]","[[[0.28011226,-0.05062563],[-0.05062563,0.30389158]],[[0.09648238,-0.02233167],[-0.02233167,0.06631099]]]"
67,"Márquez, Germán",6.059274398,9.910571127,8.157133586,"[0.31827582,0.68172418]","[[0.44903168,2.0783137],[-0.26775831,2.97093822]]","[[[0.20477713,0.00387123],[0.00387123,0.16042383]],[[0.37765897,0.04411883],[0.04411883,0.26910087]]]"
83,"Clevinger, Mike",6.361365733,10.6110599,8.176165028,"[0.14561283,0.62681384,0.22757333]","[[0.02519743,1.93109894],[-0.55765276,2.80377079],[0.32608713,3.36634899]]","[[[0.40359616,0.00716682],[0.00716682,0.04688461]],[[0.26463665,-0.07925246],[-0.07925246,0.32411076]],[[0.23249342,-0.17139043],[-0.17139043,0.31584311]]]"
45,"Walker, Taijuan",6.340519314,11.064829,8.225452854,"[0.62569764,0.13019084,0.24411152]","[[-0.68853139,3.19946575],[0.94702743,2.60626321],[-0.45842623,2.31026643]]","[[[0.35204317,-0.03433935],[-0.03433935,0.24743926]],[[0.02678582,0.00228752],[0.00228752,0.42573934]],[[0.3360563,0.0135164],[0.0135164,0.0807867]]]"
9,"Montero, Rafael",5.824560159,9.94065173,8.262175282,"[0.54621228,0.45378772]","[[0.4199215,2.94839071],[-0.55932418,2.94670425]]","[[[0.24407444,0.01500393],[0.01500393,0.28072313]],[[0.28626046,-0.02697365],[-0.02697365,0.35908906]]]"
88,"Castillo, Luis",6.229516347,10.93030628,8.265584003,"[0.16893789,0.5233395,0.30772261]","[[-1.20904018,3.2539983],[-0.24422082,2.42711113],[0.1306993,3.3334264]]","[[[0.06732291,0.01201299],[0.01201299,0.34332089]],[[0.27780318,-0.12030029],[-0.12030029,0.24696437]],[[0.30889615,-0.12557459],[-0.12557459,0.32131898]]]"
13,"Williams, Trevor",5.755852156,9.601305844,8.267789862,"[0.64438546,0.35561454]","[[-0.4122174,2.63324906],[0.41171716,2.88111236]]","[[[0.26589595,-0.09579298],[-0.09579298,0.35520627]],[[0.18844816,-0.11814563],[-0.11814563,0.22450056]]]"
14,"Ohtani, Shohei",5.887432818,9.917823777,8.285543769,"[0.44875358,0.55124642]","[[0.18105353,1.99030224],[-0.11629967,3.00970051]]","[[[0.33474221,-0.06661307],[-0.06661307,0.19659849]],[[0.4032802,0.02125205],[0.02125205,0.21697497]]]"
85,"Scherzer, Max",6.107748875,10.08212048,8.299117667,"[0.36597903,0.63402097]","[[0.16171478,2.10809074],[-0.06180272,3.13216543]]","[[[0.36107568,-0.04768332],[-0.04768332,0.20970935]],[[0.36218773,-0.00656249],[-0.00656249,0.22149869]]]"
34,"Flexen, Chris",6.263989554,10.6682701,8.302348062,"[0.17429261,0.14824834,0.67745905]","[[-1.12826456,2.76531488],[-0.2934274,4.05999687],[-0.06562428,2.75658224]]","[[[0.05177995,-0.03433783],[-0.03433783,0.28299401]],[[0.32354227,0.00814705],[0.00814705,0.09104113]],[[0.25031226,0.04104998],[0.04104998,0.45596333]]]"
71,"Wacha, Michael",6.043214352,10.61908409,8.303604998,"[0.61873314,0.14112434,0.24014252]","[[-0.08509407,2.62767129],[-0.69166827,3.79851026],[0.80163221,2.86583753]]","[[[0.23370927,0.01847933],[0.01847933,0.38146206]],[[0.13174031,0.09943145],[0.09943145,0.23212159]],[[0.06319399,0.00742568],[0.00742568,0.50067236]]]"
109,"Montas, Frankie",6.393326043,10.45121771,8.348721636,"[0.10475286,0.29118817,0.60405897]","[[0.27495295,1.7566599],[-0.39592263,3.5751706],[0.46380314,2.79373441]]","[[[0.67107698,-0.22933854],[-0.22933854,0.08565663]],[[0.14060362,0.07827849],[0.07827849,0.2761947]],[[0.23799607,0.09135667],[0.09135667,0.35296542]]]"
99,"Gray, Josiah",6.888192517,10.84734128,8.354595202,"[0.53969884,0.24100321,0.21929795]","[[-0.55267489,2.72889772],[-0.27170423,3.89878958],[0.39530977,3.02104991]]","[[[0.31230858,-0.1168102],[-0.1168102,0.32926437]],[[0.43207796,-0.07276606],[-0.07276606,0.24393383]],[[0.13805964,-0.12655261],[-0.12655261,0.34896742]]]"
116,"Brieske, Beau",5.948766592,10.49947304,8.370532678,"[0.41673128,0.58326872]","[[-0.4373471,2.10025759],[0.05880142,3.11100667]]","[[[0.40833274,-0.08538042],[-0.08538042,0.13724344]],[[0.34971425,-0.04504024],[-0.04504024,0.26851853]]]"
