,Pitcher,Control,Pis,Mus,Covariances
18,"Kim, Kwang Hyun",9.72559539671418,[0.28332824 0.71667176],"[[-0.3642262   1.13600586]
 [-0.64885659  2.27714741]]","[[[0.31966974 0.20395177]
  [0.20395177 0.23768131]]

 [[0.27850834 0.12213237]
  [0.12213237 0.43434639]]]"
8,"Gray, Jon",9.77602129984177,[0.54108545 0.45891455],"[[-0.44804093  2.28464152]
 [ 0.56183777  1.20706344]]","[[[ 0.30966739 -0.1131016 ]
  [-0.1131016   0.28839784]]

 [[ 0.34373648 -0.06045458]
  [-0.06045458  0.33881061]]]"
6,"Musgrove, Joe",10.023261002013475,[0.54821635 0.45178365],"[[ 0.8463465   1.63540544]
 [-0.15731958  2.02385291]]","[[[ 0.37651634 -0.19659295]
  [-0.19659295  0.39572326]]

 [[ 0.34307345 -0.18222559]
  [-0.18222559  0.44368009]]]"
4,"Senzatela, Antonio",10.102859502184009,[0.76774509 0.23225491],"[[ 0.25698606  1.71727366]
 [-0.85866354  2.15971252]]","[[[ 0.36660954 -0.18641549]
  [-0.18641549  0.38864379]]

 [[ 0.12374835 -0.07094903]
  [-0.07094903  0.39756425]]]"
10,"DeSclafani, Anthony",10.240118959030971,[0.45183785 0.54816215],"[[-0.63096798  2.51968208]
 [ 0.24629022  1.96010149]]","[[[ 0.20388258 -0.17355088]
  [-0.17355088  0.5018964 ]]

 [[ 0.22874659 -0.11195547]
  [-0.11195547  0.53379062]]]"
2,"Howard, Sam",10.777296301536538,[0.52530721 0.47469279],"[[-0.54714289  2.48282547]
 [-0.43542783  1.26305563]]","[[[0.47664874 0.16881154]
  [0.16881154 0.43774689]]

 [[0.33287543 0.11622061]
  [0.11622061 0.25906303]]]"
17,"Márquez, Germán",10.806594000129218,[0.61714398 0.38285602],"[[ 0.18144488  1.60881393]
 [-0.89408256  2.26632358]]","[[[ 0.2548956  -0.24527199]
  [-0.24527199  0.61087581]]

 [[ 0.16755559 -0.15814992]
  [-0.15814992  0.53234241]]]"
21,"Keller, Brad",10.931327924276843,[0.18872687 0.81127313],"[[-0.6404116   2.54071701]
 [ 0.30431253  1.45664552]]","[[[ 0.08174466 -0.0257805 ]
  [-0.0257805   0.32937933]]

 [[ 0.2475758  -0.18605545]
  [-0.18605545  0.62216113]]]"
20,"Brubaker, JT",11.029280199056943,[1.],[[0.49908696 1.73743478]],"[[[ 0.40553973 -0.16079191]
  [-0.16079191  0.44395659]]]"
13,"Kuhl, Chad",11.359486460545435,[0.89584422 0.10415578],"[[2.19088150e-03 2.27032733e+00]
 [1.47080028e+00 1.25349725e+00]]","[[[ 0.36152729 -0.13441638]
  [-0.13441638  0.46841924]]

 [[ 0.04334135 -0.00901406]
  [-0.00901406  0.23586771]]]"
12,"Adams, Austin",11.468464783224949,[0.55505261 0.44494739],"[[ 0.46074401  1.82274815]
 [-0.46647166  2.78564998]]","[[[ 0.91221909 -0.13630768]
  [-0.13630768  0.20748356]]

 [[ 0.60301213 -0.13685636]
  [-0.13685636  0.23335685]]]"
0,"Kinley, Tyler",12.76654070286964,[1.],[[0.22698113 2.01445283]],"[[[ 0.33624094 -0.08097637]
  [-0.08097637  0.67918268]]]"
