,Pitcher,NinetyFive,Five,Median Control,Pis,Mus,Covariances
1,"Berríos, José",5.91226266429132,9.133966068266531,6.956665164455051,[0.71857112 0.28142888],"[[ 0.90563717  1.33783851]
 [-0.06220401  2.10231785]]","[[[ 0.18446761 -0.05733412]
  [-0.05733412  0.27395517]]

 [[ 0.13989557 -0.01407827]
  [-0.01407827  0.13654731]]]"
2,"Urías, Julio",6.177638811844628,10.200702102009043,7.374468146583081,[0.17691029 0.46087414 0.36221557],"[[-0.91487814  1.33871093]
 [-0.06149381  2.83804209]
 [ 0.02088512  1.97440778]]","[[[ 0.08350082  0.031214  ]
  [ 0.031214    0.14616642]]

 [[ 0.27649895  0.05678194]
  [ 0.05678194  0.29033469]]

 [[ 0.19754075 -0.01845133]
  [-0.01845133  0.18846953]]]"
0,"Stroman, Marcus",5.268885791346792,8.926020252488396,8.906302709228722,[1.],[[0.8720339  1.66098305]],"[[[ 0.34210873 -0.14987217]
  [-0.14987217  0.39001732]]]"
